Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,r,theta,z
35.26,52.04,48.19,51.25,27.03,58.64,58.13,1.2,359.91,54
36.95,54.26,50.26,47.44,25.05,60.04,54.95,1.2,359.91,54
36.11,57.58,48.19,48.39,21.09,58.64,57.07,1.2,359.91,54
36.11,54.26,54.41,51.25,26.04,61.45,54.95,1.2,359.91,54
36.95,47.62,47.15,52.21,26.04,60.04,57.07,1.2,359.91,54
36.11,53.15,48.19,50.3,24.06,61.45,59.19,1.2,359.91,54
36.11,55.37,46.12,45.53,17.12,58.64,53.89,1.2,359.91,54
34.41,54.26,45.08,50.3,24.06,60.04,57.07,1.2,359.91,54
34.41,53.15,47.15,46.48,22.08,60.04,56.01,1.2,359.91,54
36.95,53.15,48.19,47.44,27.03,60.04,56.01,1.2,359.91,54
36.11,50.94,48.19,50.3,22.08,60.04,56.01,1.2,359.91,54
35.26,55.37,48.19,50.3,24.06,64.26,57.07,1.2,359.91,54
36.95,54.26,46.12,48.39,29.02,61.45,57.07,1.2,359.91,54
34.41,53.15,46.12,50.3,22.08,64.26,58.13,1.2,359.91,54
36.95,50.94,48.19,48.39,27.03,58.64,57.07,1.2,359.91,54
36.11,52.04,47.15,50.3,29.02,61.45,59.19,1.2,359.91,54
35.26,53.15,48.19,49.34,22.08,58.64,56.01,1.2,359.91,54
34.41,55.37,48.19,48.39,25.05,58.64,57.07,1.2,359.91,54
36.11,52.04,49.23,52.21,23.07,58.64,59.19,1.2,359.91,54
34.41,52.04,45.08,51.25,26.04,58.64,56.01,1.2,359.91,54
35.26,53.15,49.23,48.39,25.05,62.85,58.13,1.2,359.91,54
36.95,52.04,51.3,50.3,25.05,57.24,57.07,1.2,359.91,54
36.11,53.15,47.15,48.39,27.03,58.64,56.01,1.2,359.91,54
33.56,52.04,46.12,52.21,19.11,54.43,56.01,1.2,359.91,54
35.26,49.83,46.12,51.25,18.12,57.24,59.19,1.2,359.91,54
36.11,52.04,49.23,47.44,19.11,60.04,59.19,1.2,359.91,54
35.26,54.26,50.26,47.44,25.05,61.45,57.07,1.2,359.91,54
36.11,52.04,50.26,50.3,24.06,57.24,57.07,1.4,359.91,54
37.8,50.94,48.19,48.39,29.02,55.83,56.01,1.4,359.91,54
36.95,53.15,47.15,46.48,24.06,54.43,56.01,1.4,359.91,54
36.11,53.15,46.12,48.39,26.04,53.02,57.07,1.4,359.91,54
36.95,49.83,50.26,49.34,24.06,58.64,57.07,1.4,359.91,54
37.8,53.15,48.19,48.39,24.06,60.04,56.01,1.4,359.91,54
37.8,52.04,49.23,44.57,24.06,57.24,54.95,1.4,359.91,54
36.11,50.94,45.08,48.39,28.03,57.24,60.25,1.4,359.91,54
36.11,49.83,49.23,49.34,20.1,58.64,57.07,1.4,359.91,54
36.11,54.26,47.15,47.44,21.09,61.45,54.95,1.4,359.91,54
34.41,56.47,46.12,47.44,25.05,53.02,58.13,1.4,359.91,54
37.8,53.15,49.23,49.34,22.08,58.64,58.13,1.4,359.91,54
36.95,50.94,47.15,49.34,27.03,60.04,54.95,1.4,359.91,54
39.5,52.04,48.19,47.44,22.08,58.64,56.01,1.4,359.91,54
37.8,52.04,45.08,48.39,33.97,60.04,57.07,1.4,359.91,54
36.95,50.94,44.05,48.39,25.05,57.24,58.13,1.4,359.91,54
36.11,49.83,46.12,49.34,31.99,57.24,54.95,1.4,359.91,54
36.95,53.15,48.19,46.48,23.07,58.64,58.13,1.4,359.91,54
34.41,54.26,47.15,47.44,22.08,55.83,57.07,1.4,359.91,54
35.26,49.83,48.19,47.44,26.04,57.24,58.13,1.4,359.91,54
36.95,50.94,50.26,49.34,23.07,57.24,57.07,1.4,359.91,54
35.26,54.26,46.12,50.3,22.08,55.83,56.01,1.4,359.91,54
36.95,50.94,48.19,49.34,27.03,55.83,56.01,1.4,359.91,54
36.11,50.94,48.19,45.53,21.09,57.24,58.13,1.4,359.91,54
38.65,50.94,49.23,50.3,21.09,57.24,56.01,1.4,359.91,54
36.95,57.58,50.26,49.34,24.06,60.04,58.13,1.4,359.91,54
35.26,52.04,48.19,48.39,18.12,58.64,57.07,1.4,359.91,54
37.8,48.72,47.15,49.34,24.06,62.85,56.01,1.4,359.91,54
36.95,49.83,50.26,49.34,20.1,60.04,57.07,1.4,359.91,54
33.56,48.72,47.15,48.39,20.1,61.45,53.89,1.4,359.91,54
36.95,47.62,48.19,48.39,15.14,61.45,57.07,1.4,359.91,54
38.65,53.15,45.08,48.39,16.13,58.64,58.13,1.4,359.91,54
36.95,47.62,48.19,49.34,19.11,55.83,59.19,1.4,359.91,54
37.8,48.72,49.23,48.39,20.1,61.45,54.95,1.4,359.91,54
37.8,50.94,48.19,48.39,15.14,58.64,58.13,1.4,359.91,54
36.11,48.72,45.08,48.39,25.05,54.43,57.07,1.4,359.91,54
36.11,54.26,45.08,47.44,17.12,60.04,58.13,1.4,359.96,54
36.95,53.15,48.19,48.39,16.13,60.04,56.01,1.4,359.96,54
37.8,48.72,47.15,52.21,19.11,58.64,58.13,1.4,359.96,54
36.95,52.04,47.15,49.34,22.08,57.24,54.95,1.4,359.91,54
36.11,47.62,47.15,49.34,22.08,58.64,56.01,1.4,359.91,54
34.41,48.72,46.12,47.44,23.07,55.83,59.19,1.4,359.91,54
36.11,52.04,46.12,45.53,25.05,60.04,54.95,1.4,359.91,54
34.41,49.83,48.19,48.39,21.09,57.24,60.25,1.4,359.91,54
35.26,50.94,49.23,49.34,22.08,58.64,54.95,1.4,359.91,54
36.11,49.83,47.15,48.39,19.11,58.64,57.07,1.4,359.91,54
36.11,53.15,45.08,45.53,21.09,57.24,58.13,1.4,359.91,54
36.11,54.26,46.12,46.48,25.05,57.24,57.07,1.4,359.91,54
38.65,50.94,45.08,45.53,23.07,58.64,54.95,1.4,359.91,54
37.8,50.94,46.12,48.39,29.02,51.62,58.13,1.4,359.91,54
34.41,52.04,49.23,43.62,22.08,57.24,56.01,1.4,359.91,54
36.95,50.94,46.12,49.34,24.06,55.83,53.89,1.4,359.91,54
36.95,52.04,46.12,48.39,29.02,54.43,54.95,1.4,359.91,54
36.11,50.94,48.19,46.48,23.07,54.43,59.19,1.4,359.91,54
36.11,52.04,46.12,45.53,18.12,54.43,56.01,1.4,359.91,54
35.26,50.94,46.12,50.3,16.13,61.45,57.07,1.4,359.91,54
36.11,53.15,48.19,47.44,24.06,61.45,57.07,1.4,359.91,54
35.26,50.94,44.05,46.48,22.08,57.24,57.07,1.4,359.91,54
34.41,50.94,47.15,48.39,14.15,57.24,57.07,1.4,359.91,54
37.8,45.4,46.12,48.39,13.16,55.83,58.13,1.4,359.91,54
36.95,54.26,46.12,46.48,15.14,54.43,57.07,1.4,359.91,54
37.8,53.15,43.01,45.53,24.06,57.24,59.19,1.4,359.91,54
39.5,52.04,47.15,49.34,17.12,58.64,57.07,1.4,359.91,54
34.41,52.04,46.12,47.44,15.14,54.43,57.07,1.4,359.91,54
36.95,49.83,48.19,47.44,19.11,54.43,58.13,1.4,359.91,54
37.8,46.51,46.12,49.34,16.13,51.62,57.07,1.4,359.91,54
36.11,50.94,46.12,46.48,24.06,60.04,54.95,1.4,359.91,54
36.95,52.04,44.05,45.53,15.14,55.83,57.07,1.4,359.91,54
36.11,50.94,48.19,46.48,21.09,58.64,59.19,1.4,359.91,54
33.56,49.83,47.15,45.53,17.12,57.24,56.01,1.4,359.91,54
36.95,50.94,48.19,46.48,24.06,60.04,56.01,1.4,359.91,54
36.11,49.83,47.15,46.48,15.14,54.43,60.25,1.4,359.91,54
36.95,49.83,47.15,47.44,14.15,55.83,58.13,1.4,359.91,54
35.26,50.94,46.12,46.48,22.08,57.24,54.95,1.4,359.91,54
36.11,48.72,48.19,47.44,16.13,58.64,57.07,1.4,359.91,54
39.5,50.94,50.26,44.57,23.07,57.24,56.01,1.4,359.91,54
36.95,50.94,46.12,47.44,14.15,53.02,58.13,1.4,359.91,54
36.11,50.94,49.23,48.39,19.11,54.43,56.01,1.4,359.91,54
34.41,53.15,44.05,49.34,20.1,58.64,58.13,1.4,359.91,54
34.41,49.83,47.15,46.48,20.1,55.83,58.13,1.4,359.91,54
36.95,49.83,49.23,45.53,19.11,57.24,57.07,1.6,359.91,54
38.65,49.83,45.08,46.48,15.14,58.64,53.89,1.6,359.91,54
36.11,46.51,48.19,44.57,16.13,58.64,54.95,1.6,359.91,54
36.11,46.51,49.23,47.44,12.17,53.02,58.13,1.6,359.91,54
35.26,48.72,45.08,47.44,13.16,53.02,54.95,1.6,359.91,54
36.95,49.83,47.15,46.48,19.11,60.04,58.13,1.6,359.91,54
36.95,49.83,46.12,44.57,20.1,54.43,56.01,1.6,359.91,54
37.8,49.83,47.15,44.57,16.13,57.24,56.01,1.6,359.91,54
37.8,47.62,48.19,46.48,19.11,58.64,57.07,1.6,359.91,54
37.8,46.51,49.23,45.53,25.05,57.24,58.13,1.6,359.96,54
37.8,48.72,46.12,47.44,23.07,57.24,54.95,1.6,359.91,54
35.26,56.47,46.12,46.48,14.15,53.02,56.01,1.6,359.91,54
36.11,50.94,47.15,48.39,18.12,58.64,54.95,1.6,359.91,54
33.56,47.62,45.08,47.44,24.06,57.24,56.01,1.6,359.91,54
38.65,47.62,46.12,41.71,25.05,53.02,57.07,1.6,359.96,54
36.95,47.62,46.12,45.53,18.12,58.64,54.95,1.6,359.91,54
36.95,52.04,48.19,44.57,19.11,61.45,53.89,1.6,359.91,54
37.8,47.62,49.23,45.53,22.08,61.45,53.89,1.6,359.91,54
36.95,46.51,47.15,45.53,23.07,57.24,58.13,1.6,359.91,54
34.41,47.62,46.12,47.44,12.17,55.83,58.13,1.6,359.91,54
36.95,48.72,47.15,47.44,32.98,57.24,56.01,1.6,359.91,54
37.8,50.94,47.15,48.39,24.06,57.24,54.95,1.6,359.91,54
35.26,45.4,43.01,47.44,18.12,57.24,57.07,1.6,359.91,54
36.95,46.51,45.08,43.62,26.04,55.83,58.13,1.6,359.91,54
36.95,54.26,44.05,45.53,22.08,57.24,53.89,1.6,359.91,54
37.8,46.51,49.23,45.53,25.05,57.24,56.01,1.6,359.91,54
35.26,48.72,46.12,46.48,27.03,53.02,56.01,1.6,359.91,54
38.65,49.83,47.15,47.44,18.12,54.43,57.07,1.6,359.91,54
37.8,50.94,46.12,46.48,23.07,62.85,54.95,1.6,359.91,54
36.11,48.72,45.08,43.62,25.05,58.64,57.07,1.6,359.91,54
38.65,46.51,48.19,45.53,18.12,54.43,56.01,1.6,359.91,54
38.65,48.72,46.12,44.57,19.11,57.24,54.95,1.6,359.91,54
37.8,45.4,48.19,47.44,17.12,55.83,58.13,1.6,359.91,54
36.95,48.72,48.19,45.53,19.11,53.02,56.01,1.6,359.91,54
35.26,47.62,44.05,44.57,21.09,54.43,54.95,1.6,359.91,54
38.65,46.51,48.19,44.57,21.09,54.43,56.01,1.6,359.91,54
36.95,48.72,49.23,46.48,20.1,53.02,56.01,1.6,359.91,54
36.95,46.51,49.23,47.44,21.09,55.83,56.01,1.6,359.91,54
36.11,48.72,49.23,44.57,19.11,57.24,52.83,1.6,359.91,54
38.65,47.62,48.19,49.34,20.1,58.64,54.95,1.6,359.91,54
37.8,47.62,48.19,46.48,28.03,57.24,56.01,1.6,359.91,54
36.11,48.72,44.05,45.53,21.09,58.64,56.01,1.6,359.91,54
36.11,49.83,48.19,46.48,25.05,58.64,57.07,1.6,359.91,54
37.8,45.4,47.15,48.39,24.06,55.83,54.95,1.6,359.91,54
36.95,49.83,50.26,49.34,17.12,55.83,52.83,1.6,359.91,54
36.11,48.72,49.23,48.39,24.06,55.83,56.01,1.6,359.91,54
36.11,49.83,45.08,43.62,22.08,57.24,57.07,1.6,359.91,54
36.11,48.72,48.19,48.39,22.08,51.62,57.07,1.6,359.91,54
39.5,53.15,45.08,46.48,27.03,54.43,56.01,1.6,359.91,54
35.26,45.4,48.19,43.62,20.1,58.64,54.95,1.6,359.91,54
33.56,48.72,48.19,47.44,21.09,55.83,56.01,1.6,359.91,54
35.26,45.4,47.15,45.53,23.07,57.24,54.95,1.6,359.91,54
36.95,48.72,46.12,46.48,20.1,54.43,56.01,1.6,359.91,54
35.26,44.3,49.23,48.39,21.09,58.64,53.89,1.6,359.91,54
34.41,49.83,46.12,46.48,22.08,54.43,56.01,1.6,359.91,54
36.11,48.72,48.19,45.53,22.08,57.24,54.95,1.6,359.91,54
36.11,54.26,45.08,45.53,18.12,60.04,56.01,1.6,359.91,54
36.95,50.94,46.12,45.53,25.05,51.62,54.95,1.6,359.91,54
36.95,47.62,47.15,48.39,26.04,53.02,54.95,1.6,359.91,54
36.95,46.51,46.12,44.57,27.03,54.43,54.95,1.6,359.91,54
36.95,48.72,47.15,46.48,20.1,57.24,56.01,1.6,359.91,54
40.35,46.51,46.12,45.53,23.07,55.83,57.07,1.6,359.87,54
35.26,47.62,47.15,45.53,23.07,55.83,54.95,1.6,359.87,54
36.95,50.94,46.12,45.53,23.07,58.64,54.95,1.6,359.91,54
36.11,47.62,49.23,44.57,21.09,55.83,54.95,1.6,359.96,54
35.26,47.62,45.08,47.44,15.14,57.24,58.13,1.6,359.96,54
36.95,45.4,46.12,45.53,24.06,60.04,58.13,1.6,359.96,54
37.8,49.83,46.12,47.44,26.04,57.24,52.83,1.6,359.96,54
36.95,48.72,46.12,46.48,19.11,55.83,56.01,1.6,359.96,54
36.95,44.3,45.08,45.53,22.08,60.04,53.89,1.6,359.96,54
37.8,47.62,46.12,47.44,31.99,53.02,56.01,1.6,359.96,54
36.95,48.72,48.19,47.44,21.09,58.64,51.77,1.6,359.96,54
39.5,45.4,46.12,44.57,24.06,61.45,57.07,1.6,359.96,54
36.95,49.83,41.97,46.48,18.12,60.04,54.95,1.6,359.96,54
36.11,50.94,48.19,46.48,23.07,54.43,56.01,1.6,359.96,54
39.5,48.72,47.15,45.53,23.07,54.43,53.89,1.6,359.96,54
34.41,46.51,46.12,48.39,21.09,53.02,57.07,1.6,359.96,54
36.95,46.51,48.19,46.48,28.03,61.45,53.89,1.6,359.96,54
39.5,44.3,44.05,45.53,26.04,57.24,54.95,1.6,359.96,54
36.95,47.62,48.19,46.48,23.07,54.43,51.77,1.6,359.96,54
38.65,48.72,45.08,48.39,27.03,54.43,51.77,1.8,359.91,54
36.95,45.4,44.05,48.39,31,54.43,56.01,1.8,359.96,54
36.11,48.72,46.12,46.48,33.97,53.02,53.89,1.8,359.96,54
37.8,42.08,48.19,47.44,25.05,54.43,53.89,1.8,359.96,54
38.65,47.62,46.12,45.53,31,55.83,54.95,1.8,359.96,54
36.11,46.51,49.23,46.48,26.04,57.24,56.01,1.8,359.96,54
37.8,45.4,46.12,44.57,31.99,54.43,54.95,1.8,359.96,54
38.65,45.4,47.15,44.57,27.03,53.02,54.95,1.8,359.96,54
36.11,49.83,48.19,44.57,26.04,58.64,54.95,1.8,359.96,54
36.95,48.72,47.15,47.44,24.06,54.43,56.01,1.8,359.96,54
37.8,49.83,48.19,43.62,26.04,54.43,56.01,1.8,359.96,54
39.5,53.15,47.15,45.53,34.96,58.64,56.01,1.8,359.96,54
40.35,45.4,50.26,43.62,28.03,54.43,53.89,1.8,359.96,54
36.95,50.94,45.08,45.53,31,53.02,53.89,1.8,359.96,54
37.8,49.83,47.15,44.57,32.98,57.24,52.83,1.8,359.96,54
37.8,47.62,45.08,44.57,28.03,53.02,51.77,1.8,359.96,54
35.26,48.72,48.19,42.67,27.03,53.02,56.01,1.8,359.96,54
36.95,49.83,48.19,46.48,28.03,58.64,54.95,1.8,359.96,54
39.5,45.4,43.01,43.62,30.01,53.02,52.83,1.8,359.96,54
39.5,44.3,47.15,45.53,27.03,54.43,54.95,1.8,359.96,54
37.8,44.3,47.15,43.62,29.02,58.64,56.01,1.8,359.96,54
38.65,45.4,43.01,46.48,32.98,57.24,51.77,1.8,359.96,54
37.8,45.4,47.15,44.57,29.02,53.02,54.95,1.8,359.96,54
37.8,47.62,46.12,44.57,30.01,55.83,54.95,1.8,359.96,54
37.8,45.4,48.19,44.57,33.97,57.24,54.95,1.8,359.96,54
34.41,49.83,47.15,46.48,31,53.02,57.07,1.8,359.96,54
38.65,47.62,45.08,47.44,27.03,53.02,56.01,1.8,359.91,54
37.8,44.3,46.12,46.48,29.02,55.83,57.07,1.8,359.96,54
38.65,47.62,45.08,43.62,32.98,57.24,57.07,1.8,359.96,54
36.11,46.51,47.15,47.44,29.02,58.64,54.95,1.8,359.96,54
36.11,47.62,45.08,46.48,26.04,51.62,56.01,1.8,359.96,54
39.5,46.51,46.12,44.57,29.02,58.64,56.01,1.8,359.96,54
38.65,46.51,47.15,46.48,25.05,53.02,54.95,1.8,359.96,54
36.95,48.72,47.15,47.44,31,55.83,52.83,1.8,359.96,54
37.8,47.62,50.26,47.44,31.99,54.43,54.95,1.8,0,54
34.41,48.72,47.15,46.48,30.01,53.02,51.77,1.8,359.96,54
36.95,47.62,47.15,44.57,30.01,57.24,54.95,1.8,359.96,54
36.95,46.51,46.12,44.57,37.94,53.02,56.01,1.8,359.96,54
36.95,48.72,43.01,46.48,33.97,58.64,52.83,1.8,359.96,54
36.95,49.83,47.15,44.57,29.02,54.43,56.01,1.8,359.96,54
34.41,50.94,45.08,46.48,31.99,54.43,52.83,1.8,359.96,54
35.26,52.04,48.19,45.53,35.95,54.43,56.01,1.8,359.96,54
36.11,49.83,47.15,45.53,37.94,57.24,54.95,1.8,359.96,54
37.8,46.51,47.15,47.44,32.98,50.22,57.07,1.8,359.96,54
35.26,46.51,46.12,47.44,33.97,55.83,53.89,1.8,359.91,54
34.41,47.62,48.19,47.44,32.98,51.62,57.07,1.8,359.91,54
36.95,45.4,46.12,43.62,36.94,55.83,56.01,1.8,359.91,54
37.8,47.62,49.23,46.48,29.02,57.24,54.95,1.8,359.91,54
37.8,47.62,46.12,45.53,26.04,57.24,54.95,1.8,359.91,54
36.95,50.94,46.12,46.48,26.04,57.24,56.01,1.8,359.96,54
35.26,48.72,47.15,45.53,32.98,54.43,54.95,1.8,359.96,54
34.41,48.72,47.15,47.44,27.03,54.43,53.89,1.8,359.96,54
36.95,52.04,46.12,45.53,27.03,55.83,56.01,1.8,359.96,54
36.95,48.72,48.19,44.57,31.99,57.24,53.89,1.8,359.96,54
36.11,48.72,47.15,45.53,28.03,55.83,56.01,1.8,359.96,54
37.8,50.94,48.19,45.53,27.03,55.83,52.83,1.8,359.96,54
34.41,53.15,45.08,50.3,28.03,55.83,53.89,1.8,359.96,54
36.11,49.83,50.26,45.53,34.96,53.02,53.89,1.8,359.96,54
36.11,50.94,46.12,48.39,29.02,58.64,53.89,1.8,359.91,54
36.95,52.04,47.15,45.53,32.98,54.43,54.95,1.8,359.91,54
36.95,46.51,46.12,44.57,35.95,55.83,56.01,1.8,359.91,54
36.11,49.83,47.15,46.48,27.03,54.43,54.95,1.8,359.91,54
37.8,47.62,45.08,46.48,34.96,54.43,52.83,1.8,359.91,54
38.65,42.08,49.23,43.62,30.01,55.83,54.95,1.8,359.91,54
39.5,47.62,48.19,45.53,35.95,54.43,57.07,1.8,359.91,54
38.65,46.51,47.15,46.48,27.03,54.43,57.07,1.8,359.91,54
36.95,49.83,47.15,48.39,32.98,58.64,57.07,1.8,359.91,54
35.26,49.83,48.19,45.53,31.99,54.43,53.89,1.8,359.96,54
36.95,45.4,48.19,44.57,29.02,54.43,54.95,1.8,359.96,54
36.11,44.3,47.15,42.67,33.97,55.83,56.01,1.8,359.96,54
37.8,46.51,49.23,46.48,32.98,57.24,56.01,1.8,359.96,54
39.5,50.94,48.19,43.62,32.98,53.02,56.01,1.8,359.96,54
37.8,49.83,47.15,43.62,33.97,57.24,54.95,1.8,359.96,54
37.8,48.72,48.19,44.57,37.94,57.24,54.95,1.8,359.96,54
35.26,49.83,48.19,47.44,34.96,54.43,54.95,1.8,359.96,54
36.95,50.94,47.15,42.67,30.01,54.43,56.01,1.8,359.96,54
36.11,48.72,46.12,43.62,33.97,55.83,53.89,1.8,359.96,54
36.95,47.62,46.12,45.53,24.06,53.02,54.95,1.8,359.96,54
36.11,48.72,46.12,47.44,29.02,60.04,56.01,1.8,359.96,54
38.65,49.83,48.19,45.53,28.03,55.83,53.89,1.8,359.96,54
37.8,55.37,50.26,56.02,35.95,64.26,59.19,0.6,359.82,56
36.11,53.15,52.33,51.25,36.94,64.26,57.07,0.6,359.82,56
39.5,53.15,52.33,54.11,30.01,67.06,57.07,0.6,359.82,56
36.11,57.58,51.3,53.16,31.99,67.06,58.13,0.6,359.82,56
37.8,54.26,49.23,51.25,31,67.06,58.13,0.6,359.82,56
36.11,50.94,50.26,54.11,35.95,62.85,60.25,0.6,359.82,56
37.8,53.15,47.15,52.21,31,67.06,59.19,0.6,359.82,56
39.5,50.94,50.26,52.21,39.92,62.85,58.13,0.6,359.82,56
38.65,50.94,52.33,52.21,39.92,65.66,60.25,0.6,359.82,56
36.95,49.83,48.19,51.25,35.95,62.85,56.01,0.6,359.82,56
39.5,54.26,48.19,54.11,36.94,65.66,56.01,0.6,359.82,56
36.11,50.94,51.3,53.16,34.96,60.04,59.19,0.6,359.82,56
36.95,50.94,54.41,52.21,33.97,64.26,59.19,0.6,359.82,56
37.8,52.04,51.3,52.21,36.94,62.85,58.13,0.6,359.82,56
36.11,50.94,50.26,51.25,33.97,64.26,56.01,0.6,359.82,56
37.8,50.94,52.33,52.21,36.94,64.26,58.13,0.6,359.82,56
36.11,49.83,49.23,53.16,35.95,64.26,58.13,0.6,359.82,56
35.26,53.15,50.26,52.21,34.96,65.66,58.13,0.6,359.82,56
36.11,53.15,48.19,54.11,29.02,69.87,59.19,0.6,359.82,56
36.95,53.15,48.19,52.21,33.97,64.26,56.01,0.6,359.82,56
33.56,52.04,49.23,53.16,32.98,69.87,57.07,0.6,359.82,56
34.41,49.83,50.26,54.11,31,62.85,57.07,0.6,359.82,56
36.95,55.37,51.3,53.16,40.91,61.45,57.07,0.6,359.82,56
36.95,52.04,50.26,53.16,30.01,64.26,56.01,0.6,359.82,56
35.26,50.94,48.19,55.07,31,64.26,56.01,0.6,359.82,56
39.5,59.79,51.3,52.21,36.94,64.26,58.13,0.6,359.82,56
36.95,56.47,49.23,51.25,38.93,64.26,58.13,0.6,359.82,56
38.65,54.26,49.23,55.07,31.99,68.47,57.07,0.6,359.82,56
39.5,49.83,52.33,55.07,34.96,67.06,60.25,0.6,359.82,56
36.95,52.04,49.23,49.34,28.03,62.85,60.25,0.6,359.82,56
36.11,54.26,50.26,54.11,28.03,61.45,59.19,0.6,359.82,56
36.95,55.37,49.23,53.16,33.97,61.45,59.19,0.6,359.82,56
37.8,53.15,50.26,53.16,28.03,67.06,57.07,0.6,359.82,56
37.8,50.94,45.08,52.21,34.96,60.04,61.31,0.6,359.82,56
38.65,52.04,49.23,56.98,32.98,67.06,59.19,0.6,359.82,56
36.95,53.15,50.26,53.16,29.02,58.64,59.19,0.6,359.82,56
36.95,56.47,50.26,51.25,35.95,62.85,58.13,0.6,359.82,56
36.11,52.04,51.3,52.21,34.96,64.26,59.19,0.6,359.82,56
37.8,50.94,51.3,53.16,31,64.26,57.07,0.6,359.82,56
35.26,52.04,51.3,55.07,36.94,65.66,59.19,0.6,359.82,56
37.8,49.83,52.33,54.11,33.97,64.26,59.19,0.6,359.82,56
39.5,55.37,50.26,49.34,35.95,61.45,58.13,0.6,359.82,56
36.95,52.04,51.3,55.07,33.97,62.85,56.01,0.6,359.82,56
38.65,55.37,51.3,55.07,32.98,62.85,58.13,0.6,359.82,56
36.11,53.15,51.3,55.07,32.98,62.85,59.19,0.6,359.82,56
36.11,56.47,51.3,53.16,33.97,65.66,58.13,0.6,359.82,56
39.5,54.26,50.26,49.34,33.97,64.26,57.07,0.6,359.82,56
37.8,54.26,53.37,51.25,35.95,62.85,59.19,0.6,359.82,56
36.95,54.26,49.23,52.21,36.94,67.06,58.13,0.6,359.82,56
36.11,53.15,51.3,55.07,35.95,61.45,61.31,0.6,359.82,56
36.11,56.47,51.3,54.11,33.97,65.66,58.13,0.6,359.82,56
36.11,49.83,51.3,51.25,36.94,65.66,57.07,0.6,359.82,56
37.8,50.94,53.37,53.16,33.97,62.85,59.19,0.6,359.82,56
38.65,54.26,51.3,51.25,33.97,67.06,56.01,0.6,359.82,56
38.65,49.83,48.19,55.07,41.9,62.85,60.25,0.6,359.82,56
36.95,56.47,52.33,54.11,39.92,61.45,59.19,0.6,359.82,56
36.11,55.37,52.33,53.16,33.97,65.66,59.19,0.6,359.82,56
36.95,54.26,50.26,52.21,41.9,67.06,59.19,0.6,359.82,56
36.95,50.94,50.26,54.11,32.98,62.85,58.13,0.6,359.82,56
38.65,55.37,48.19,52.21,32.98,68.47,61.31,0.6,359.82,56
36.95,52.04,47.15,50.3,31.99,64.26,59.19,0.6,359.82,56
36.11,52.04,52.33,52.21,38.93,62.85,59.19,0.6,359.82,56
36.11,54.26,47.15,51.25,36.94,64.26,60.25,0.6,359.82,56
38.65,52.04,49.23,49.34,39.92,61.45,57.07,0.6,359.82,56
37.8,54.26,53.37,51.25,35.95,64.26,58.13,0.6,359.82,56
37.8,56.47,53.37,53.16,37.94,62.85,54.95,0.6,359.82,56
36.11,55.37,50.26,52.21,43.88,60.04,57.07,0.6,359.82,56
37.8,55.37,50.26,51.25,39.92,62.85,57.07,0.6,359.82,56
36.95,52.04,52.33,52.21,38.93,62.85,61.31,0.6,359.82,56
37.8,55.37,51.3,54.11,37.94,61.45,59.19,0.6,359.82,56
37.8,50.94,51.3,53.16,38.93,65.66,58.13,0.6,359.82,56
36.11,53.15,46.12,51.25,37.94,64.26,59.19,0.6,359.82,56
36.11,53.15,45.08,50.3,33.97,61.45,57.07,0.6,359.82,56
36.95,57.58,50.26,52.21,38.93,64.26,59.19,0.6,359.82,56
36.95,56.47,49.23,49.34,35.95,60.04,60.25,0.6,359.82,56
35.26,50.94,47.15,54.11,40.91,62.85,57.07,0.6,359.82,56
36.11,52.04,52.33,52.21,33.97,65.66,58.13,0.6,359.82,56
38.65,52.04,51.3,54.11,35.95,62.85,58.13,0.6,359.82,56
36.11,55.37,49.23,49.34,41.9,62.85,58.13,0.6,359.82,56
36.95,52.04,51.3,50.3,34.96,64.26,59.19,0.6,359.82,56
36.11,49.83,51.3,54.11,42.89,62.85,59.19,0.8,359.78,56
36.95,56.47,47.15,49.34,36.94,64.26,58.13,0.8,359.78,56
36.95,55.37,50.26,51.25,39.92,64.26,58.13,0.8,359.78,56
36.11,57.58,51.3,51.25,41.9,62.85,57.07,0.8,359.78,56
36.11,56.47,51.3,52.21,42.89,54.43,58.13,0.8,359.78,56
36.11,54.26,47.15,53.16,42.89,55.83,57.07,0.8,359.78,56
36.95,56.47,50.26,53.16,38.93,64.26,58.13,0.8,359.78,56
34.41,52.04,52.33,51.25,40.91,62.85,58.13,0.8,359.78,56
36.11,54.26,47.15,50.3,42.89,57.24,59.19,0.8,359.82,56
36.95,52.04,50.26,52.21,40.91,61.45,58.13,0.8,359.82,56
39.5,53.15,52.33,53.16,39.92,61.45,58.13,0.8,359.82,56
37.8,54.26,51.3,52.21,32.98,61.45,60.25,0.8,359.82,56
36.11,54.26,52.33,52.21,38.93,60.04,57.07,0.8,359.82,56
37.8,52.04,50.26,52.21,41.9,60.04,59.19,0.8,359.82,56
36.95,53.15,50.26,49.34,39.92,61.45,58.13,0.8,359.82,56
35.26,48.72,52.33,52.21,36.94,62.85,58.13,0.8,359.82,56
34.41,53.15,50.26,51.25,36.94,60.04,60.25,0.8,359.82,56
36.95,50.94,51.3,52.21,44.87,62.85,58.13,0.8,359.82,56
37.8,55.37,50.26,51.25,40.91,58.64,59.19,0.8,359.82,56
39.5,53.15,50.26,51.25,39.92,57.24,57.07,0.8,359.82,56
