Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,r,theta,z
36.11,47.62,52.33,56.98,32.98,74.08,59.19,1.4,0,0
37.8,42.08,51.3,56.98,30.01,67.06,57.07,1.4,0,0
37.8,40.97,56.48,54.11,30.01,71.28,61.31,1.4,0,0
38.65,44.3,51.3,63.65,29.02,69.87,60.25,1.4,0,0
36.95,44.3,49.23,58.88,32.98,74.08,63.43,1.4,0,0
37.8,45.4,52.33,58.88,31,72.68,61.31,1.4,0,0
36.95,38.76,53.37,58.88,27.03,65.66,58.13,1.4,0,0
37.8,42.08,50.26,59.84,31.99,74.08,58.13,1.4,0,0
36.95,39.87,54.41,56.98,31,72.68,60.25,1.4,0,0
36.11,45.4,51.3,57.93,29.02,72.68,60.25,1.4,0,0
36.95,48.72,54.41,58.88,31.99,72.68,62.37,1.4,0,0
37.8,43.19,51.3,56.02,21.09,68.47,62.37,1.4,0,0
36.95,45.4,52.33,59.84,25.05,72.68,60.25,1.4,0,0
35.26,47.62,51.3,57.93,29.02,68.47,61.31,1.4,0,0
38.65,46.51,53.37,56.98,25.05,75.49,62.37,1.4,0,0
35.26,43.19,52.33,58.88,28.03,72.68,59.19,1.4,0,0
36.95,44.3,52.33,57.93,34.96,74.08,63.43,1.4,0,0
36.95,46.51,52.33,56.02,31,75.49,59.19,1.4,0,0
36.11,43.19,53.37,57.93,30.01,67.06,58.13,1.4,0,0
38.65,43.19,51.3,55.07,27.03,75.49,58.13,1.6,359.96,0
35.26,43.19,53.37,58.88,28.03,67.06,61.31,1.6,359.96,0
36.11,44.3,53.37,56.98,29.02,76.89,59.19,1.6,359.96,0
35.26,40.97,53.37,58.88,29.02,71.28,62.37,1.6,359.96,0
36.11,39.87,55.44,58.88,37.94,69.87,60.25,1.6,0,0
36.95,43.19,53.37,58.88,37.94,71.28,62.37,1.6,0,0
37.8,42.08,53.37,56.98,33.97,67.06,61.31,1.6,0,0
36.95,43.19,54.41,55.07,21.09,78.3,60.25,1.6,0,0
38.65,42.08,53.37,56.02,26.04,71.28,58.13,1.6,0,0
36.95,39.87,53.37,55.07,23.07,69.87,58.13,1.6,0,0
35.26,46.51,52.33,56.98,17.12,71.28,61.31,1.6,0,0
37.8,42.08,53.37,56.02,26.04,68.47,57.07,1.6,0,0
36.95,40.97,50.26,58.88,30.01,69.87,58.13,1.6,0,0
40.35,42.08,55.44,57.93,26.04,72.68,59.19,1.6,0,0
35.26,43.19,53.37,57.93,31,72.68,62.37,1.6,0,0
36.11,46.51,50.26,58.88,26.04,68.47,62.37,1.6,0,0
36.11,46.51,50.26,57.93,26.04,72.68,58.13,1.6,0,0
37.8,42.08,52.33,56.02,26.04,71.28,59.19,1.6,0,0
35.26,45.4,52.33,58.88,27.03,71.28,59.19,1.6,0,0
35.26,44.3,49.23,56.02,22.08,74.08,57.07,1.6,0,0
36.95,48.72,49.23,57.93,30.01,72.68,60.25,1.6,0,0
36.95,48.72,52.33,56.02,26.04,72.68,61.31,1.6,0,0
36.95,42.08,50.26,56.02,21.09,74.08,59.19,1.6,0,0
36.95,46.51,51.3,56.98,26.04,74.08,57.07,1.6,0,0
37.8,42.08,53.37,57.93,25.05,75.49,61.31,1.6,0,0
38.65,42.08,57.51,59.84,21.09,76.89,59.19,1.6,0,0
38.65,42.08,53.37,56.98,31.99,69.87,59.19,1.6,0,0
36.95,38.76,54.41,55.07,29.02,68.47,58.13,1.6,0,0
38.65,46.51,52.33,60.79,29.02,68.47,62.37,1.6,0,0
35.26,44.3,54.41,57.93,29.02,69.87,60.25,1.6,0,0
36.11,44.3,51.3,57.93,20.1,69.87,61.31,1.6,0,0
36.95,43.19,54.41,56.98,23.07,71.28,59.19,1.6,0,0
37.8,43.19,54.41,57.93,17.12,75.49,58.13,1.6,0,0
36.11,39.87,50.26,56.98,23.07,69.87,59.19,1.6,0,0
37.8,46.51,50.26,57.93,20.1,69.87,60.25,1.6,0,0
36.95,43.19,51.3,57.93,15.14,71.28,62.37,1.6,0,0
36.95,43.19,51.3,56.02,18.12,64.26,59.19,1.6,0,0
36.95,45.4,51.3,59.84,25.05,71.28,61.31,1.6,0,0
37.8,44.3,51.3,55.07,22.08,71.28,60.25,1.6,0,0
36.11,48.72,53.37,56.98,26.04,69.87,59.19,1.6,0,0
37.8,46.51,50.26,55.07,24.06,71.28,59.19,1.6,0,0
36.95,42.08,54.41,56.98,28.03,72.68,62.37,1.6,0,0
36.95,46.51,52.33,56.02,24.06,68.47,60.25,1.6,0,0
36.11,44.3,52.33,58.88,31.99,69.87,60.25,1.6,0,0
36.95,46.51,49.23,57.93,18.12,69.87,57.07,1.6,0,0
38.65,43.19,52.33,58.88,22.08,76.89,58.13,1.6,0,0
36.11,43.19,53.37,56.02,31,69.87,61.31,1.6,0,0
36.95,43.19,52.33,57.93,20.1,68.47,60.25,1.6,0,0
36.11,47.62,53.37,55.07,27.03,72.68,59.19,1.6,0,0
37.8,43.19,51.3,55.07,13.16,67.06,60.25,1.6,0,0
36.95,42.08,52.33,57.93,32.98,71.28,60.25,1.6,0,0
36.11,43.19,52.33,56.98,27.03,71.28,61.31,1.6,0,0
36.11,45.4,50.26,53.16,21.09,74.08,59.19,1.6,0,0
35.26,43.19,52.33,57.93,22.08,67.06,59.19,1.6,0,0
36.11,44.3,52.33,54.11,23.07,71.28,59.19,1.6,0,0
37.8,48.72,52.33,60.79,25.05,69.87,60.25,1.6,0,0
37.8,45.4,51.3,58.88,23.07,64.26,60.25,1.6,0,0
36.11,45.4,55.44,58.88,11.18,69.87,60.25,1.6,0,0
37.8,47.62,52.33,58.88,18.12,71.28,60.25,1.6,0,0
34.41,45.4,51.3,57.93,22.08,68.47,61.31,1.6,0,0
36.95,46.51,54.41,58.88,21.09,71.28,60.25,1.6,0,0
36.95,46.51,50.26,60.79,20.1,69.87,59.19,1.6,0,0
36.11,45.4,50.26,57.93,23.07,74.08,59.19,1.6,0,0
36.11,42.08,51.3,60.79,29.02,71.28,60.25,1.6,0,0
36.11,45.4,49.23,61.75,19.11,71.28,60.25,1.6,0,0
36.11,52.04,53.37,55.07,15.14,65.66,61.31,1.6,0,0
36.11,43.19,52.33,56.02,19.11,72.68,57.07,1.6,0,0
36.11,48.72,49.23,56.98,19.11,68.47,61.31,1.6,0,0
36.95,48.72,48.19,59.84,18.12,65.66,58.13,1.6,0,0
36.95,44.3,54.41,58.88,14.15,68.47,60.25,1.6,0,0
37.8,47.62,48.19,54.11,19.11,69.87,58.13,1.6,0,0
36.11,47.62,52.33,56.98,8.21,74.08,60.25,1.6,0,0
36.11,46.51,51.3,56.02,11.18,69.87,58.13,1.6,0,0
37.8,47.62,51.3,58.88,12.17,68.47,61.31,1.6,0,0
36.95,48.72,50.26,56.98,24.06,69.87,60.25,1.6,0,0
37.8,44.3,49.23,58.88,19.11,71.28,60.25,1.6,0,0
35.26,44.3,49.23,56.02,18.12,72.68,57.07,1.6,0,0
36.11,46.51,54.41,61.75,9.2,78.3,60.25,1.6,0,0
36.11,49.83,52.33,56.02,18.12,75.49,60.25,1.6,0,0
34.41,49.83,56.48,54.11,19.11,68.47,57.07,1.6,0,0
36.11,46.51,49.23,56.98,11.18,67.06,60.25,1.8,359.96,0
36.11,46.51,52.33,59.84,17.12,69.87,58.13,1.8,359.96,0
35.26,46.51,50.26,59.84,25.05,71.28,58.13,1.8,359.96,0
36.95,47.62,55.44,56.02,18.12,74.08,58.13,1.8,359.96,0
36.11,44.3,54.41,56.02,23.07,69.87,58.13,1.8,359.96,0
35.26,47.62,52.33,56.02,15.14,72.68,60.25,1.8,359.96,0
36.95,47.62,50.26,58.88,14.15,67.06,58.13,1.8,359.96,0
36.11,46.51,51.3,56.98,19.11,74.08,59.19,1.8,359.96,0
37.8,40.97,55.44,57.93,20.1,69.87,60.25,1.8,359.96,0
35.26,49.83,53.37,56.02,14.15,69.87,58.13,1.8,359.96,0
34.41,46.51,51.3,56.98,12.17,71.28,59.19,1.8,359.96,0
36.11,46.51,52.33,56.98,18.12,68.47,59.19,1.8,359.96,0
36.11,49.83,52.33,57.93,7.21,75.49,60.25,1.8,359.96,0
37.8,45.4,51.3,57.93,5.23,71.28,56.01,1.8,359.96,0
36.11,47.62,53.37,57.93,16.13,71.28,59.19,1.8,359.96,0
36.11,46.51,52.33,54.11,20.1,75.49,59.19,1.8,359.96,0
34.41,48.72,51.3,58.88,19.11,71.28,58.13,1.8,359.96,0
35.26,50.94,55.44,56.02,11.18,69.87,60.25,1.8,359.96,0
35.26,49.83,51.3,55.07,16.13,72.68,60.25,1.8,359.96,0
33.56,46.51,51.3,57.93,14.15,71.28,57.07,1.8,359.96,0
34.41,46.51,51.3,58.88,4.24,71.28,61.31,1.8,359.96,0
36.11,49.83,53.37,60.79,8.21,69.87,59.19,1.8,359.96,0
36.11,43.19,51.3,56.02,8.21,74.08,61.31,1.8,359.96,0
36.95,53.15,50.26,57.93,10.19,76.89,59.19,1.8,359.96,0
35.26,48.72,53.37,57.93,16.13,67.06,57.07,1.8,359.96,0
36.11,46.51,51.3,59.84,-0.71,75.49,58.13,1.8,359.96,0
34.41,48.72,52.33,56.98,10.19,69.87,60.25,1.8,359.96,0
36.11,49.83,55.44,58.88,14.15,72.68,59.19,1.8,359.96,0
36.95,47.62,50.26,56.98,17.12,68.47,59.19,1.8,359.96,0
35.26,49.83,55.44,58.88,24.06,69.87,61.31,1.8,359.96,0
36.11,50.94,51.3,56.98,3.25,74.08,62.37,1.8,359.96,0
33.56,50.94,49.23,56.98,8.21,71.28,61.31,1.8,359.96,0
36.11,48.72,49.23,56.98,14.15,72.68,59.19,1.8,359.96,0
35.26,49.83,51.3,57.93,14.15,69.87,60.25,1.8,359.96,0
36.11,46.51,51.3,55.07,3.25,68.47,61.31,1.8,359.96,0
36.11,47.62,52.33,58.88,7.21,62.85,59.19,1.8,359.96,0
37.8,45.4,52.33,56.98,13.16,71.28,57.07,1.8,359.96,0
35.26,49.83,51.3,58.88,2.26,71.28,60.25,1.8,359.96,0
36.95,48.72,51.3,59.84,20.1,69.87,59.19,1.8,359.96,0
35.26,48.72,50.26,58.88,11.18,74.08,60.25,1.8,359.96,0
37.8,52.04,49.23,56.02,11.18,68.47,59.19,1.8,359.96,0
33.56,55.37,48.19,60.79,13.16,69.87,59.19,1.8,359.96,0
36.11,54.26,53.37,56.02,7.21,75.49,59.19,1.8,359.96,0
36.95,53.15,54.41,56.98,22.08,74.08,59.19,1.8,359.96,0
36.95,49.83,50.26,56.98,10.19,69.87,58.13,1.8,359.96,0
34.41,47.62,53.37,56.98,15.14,71.28,58.13,1.8,359.96,0
35.26,45.4,56.48,60.79,11.18,69.87,63.43,1.8,359.96,0
36.11,45.4,51.3,60.79,13.16,65.66,60.25,1.8,359.96,0
36.11,49.83,53.37,58.88,13.16,72.68,59.19,1.8,359.96,0
35.26,50.94,54.41,55.07,17.12,67.06,61.31,1.8,0,0
37.8,53.15,56.48,56.98,8.21,74.08,60.25,1.8,0,0
34.41,49.83,53.37,56.02,3.25,71.28,58.13,1.8,0,0
35.26,52.04,51.3,58.88,8.21,69.87,59.19,1.8,0,0
33.56,55.37,55.44,57.93,14.15,72.68,61.31,1.8,0,0
36.95,48.72,55.44,58.88,21.09,71.28,62.37,1.8,0,0
36.95,50.94,54.41,57.93,20.1,68.47,60.25,1.8,0,0
35.26,50.94,50.26,56.02,13.16,71.28,60.25,1.8,0,0
34.41,49.83,52.33,56.02,19.11,75.49,62.37,1.8,0,0
34.41,50.94,54.41,56.98,16.13,72.68,57.07,1.8,0,0
34.41,50.94,51.3,56.02,10.19,72.68,60.25,1.8,0,0
36.95,48.72,51.3,57.93,18.12,74.08,61.31,1.8,0,0
38.65,45.4,49.23,57.93,10.19,72.68,60.25,1.8,0,0
36.11,46.51,52.33,56.98,14.15,74.08,58.13,1.8,0,0
36.11,45.4,54.41,55.07,12.17,67.06,60.25,1.8,0,0
34.41,48.72,54.41,59.84,10.19,71.28,62.37,1.8,0,0
37.8,50.94,55.44,58.88,17.12,71.28,59.19,1.8,0,0
36.11,48.72,51.3,57.93,13.16,69.87,59.19,1.8,0,0
34.41,45.4,51.3,60.79,7.21,69.87,60.25,1.8,0,0
35.26,48.72,55.44,59.84,10.19,65.66,60.25,1.8,0,0
35.26,52.04,54.41,60.79,10.19,71.28,61.31,1.8,0,0
35.26,48.72,54.41,56.02,18.12,72.68,59.19,1.8,0,0
35.26,50.94,54.41,59.84,7.21,71.28,62.37,1.8,0,0
33.56,50.94,52.33,59.84,15.14,74.08,60.25,1.8,0,0
35.26,52.04,54.41,56.98,13.16,74.08,60.25,1.8,0,0
36.95,48.72,54.41,59.84,14.15,71.28,58.13,1.8,0,0
36.11,46.51,52.33,56.02,14.15,68.47,59.19,1.8,0,0
39.5,52.04,53.37,58.88,18.12,64.26,57.07,1.8,0,0
34.41,49.83,52.33,56.98,12.17,68.47,57.07,1.8,0,0
34.41,50.94,49.23,59.84,15.14,72.68,59.19,1.8,0,0
36.95,47.62,56.48,57.93,23.07,68.47,59.19,1.8,0,0
33.56,52.04,53.37,58.88,17.12,69.87,57.07,0.6,356,2
36.11,55.37,52.33,61.75,12.17,74.08,57.07,0.6,356,2
35.26,52.04,54.41,57.93,12.17,71.28,57.07,0.6,356,2
33.56,54.26,55.44,59.84,3.25,76.89,58.13,0.6,356,2
33.56,53.15,55.44,57.93,-3.69,72.68,59.19,0.6,356,2
34.41,54.26,53.37,58.88,5.23,69.87,59.19,0.6,356,2
36.95,53.15,54.41,58.88,7.21,71.28,58.13,0.6,356,2
33.56,52.04,54.41,56.02,11.18,69.87,59.19,0.6,356,2
34.41,52.04,57.51,56.02,-0.71,69.87,60.25,0.6,356,2
34.41,55.37,55.44,57.93,0.28,72.68,61.31,0.6,356,2
33.56,50.94,54.41,56.02,-2.7,72.68,57.07,0.6,356,2
32.71,54.26,52.33,57.93,8.21,72.68,62.37,0.6,356,2
36.11,54.26,56.48,56.02,3.25,72.68,59.19,0.6,356,2
35.26,55.37,53.37,57.93,4.24,72.68,58.13,0.6,356,2
36.95,56.47,51.3,57.93,-9.63,76.89,58.13,0.6,356,2
35.26,54.26,53.37,58.88,-13.6,72.68,57.07,0.6,356,2
33.56,50.94,51.3,58.88,0.28,69.87,57.07,0.6,356,2
32.71,56.47,52.33,58.88,3.25,74.08,58.13,0.6,356,2
36.95,53.15,53.37,59.84,7.21,69.87,58.13,0.6,356,2
35.26,58.69,53.37,56.98,7.21,67.06,58.13,0.6,356,2
34.41,55.37,49.23,58.88,4.24,71.28,56.01,0.6,356,2
33.56,54.26,54.41,59.84,15.14,71.28,59.19,0.6,356,2
33.56,52.04,52.33,58.88,0.28,71.28,61.31,0.6,356,2
34.41,57.58,52.33,58.88,11.18,72.68,60.25,0.6,356,2
34.41,54.26,51.3,56.98,7.21,72.68,60.25,0.6,356,2
34.41,50.94,51.3,56.98,-1.7,71.28,59.19,0.6,356,2
35.26,55.37,51.3,58.88,15.14,68.47,58.13,0.6,356,2
35.26,56.47,52.33,56.02,7.21,68.47,56.01,0.6,356,2
35.26,54.26,53.37,56.98,5.23,72.68,57.07,0.6,356,2
33.56,55.37,55.44,56.02,7.21,65.66,56.01,0.6,356,2
36.11,54.26,53.37,58.88,8.21,74.08,60.25,0.6,356,2
35.26,55.37,55.44,57.93,10.19,72.68,58.13,0.6,356,2
35.26,55.37,53.37,58.88,-6.66,71.28,58.13,0.6,356,2
35.26,56.47,53.37,56.02,16.13,69.87,58.13,0.6,356,2
34.41,56.47,53.37,59.84,3.25,69.87,57.07,0.6,356,2
35.26,57.58,56.48,56.02,-6.66,67.06,61.31,0.6,356,2
32.71,55.37,53.37,57.93,1.27,71.28,58.13,0.6,356,2
34.41,50.94,54.41,59.84,-1.7,69.87,60.25,0.6,356,2
33.56,59.79,52.33,56.02,-0.71,74.08,58.13,0.6,356,2
34.41,50.94,53.37,56.98,-15.58,72.68,59.19,0.6,356,2
35.26,55.37,52.33,59.84,-9.63,75.49,58.13,0.6,356,2
34.41,57.58,54.41,58.88,-0.71,71.28,58.13,0.6,356,2
34.41,56.47,53.37,59.84,-13.6,74.08,59.19,0.6,356,2
33.56,58.69,50.26,57.93,9.2,74.08,60.25,0.6,356,2
36.11,54.26,53.37,56.02,-1.7,72.68,60.25,0.6,356,2
33.56,56.47,53.37,58.88,-0.71,76.89,59.19,0.6,356,2
33.56,57.58,52.33,60.79,-1.7,71.28,58.13,0.6,356,2
33.56,53.15,51.3,58.88,-19.54,72.68,59.19,0.6,356,2
34.41,56.47,53.37,56.02,-7.65,69.87,59.19,0.6,356,2
36.11,59.79,52.33,56.98,-0.71,72.68,60.25,0.6,356,2
35.26,56.47,52.33,57.93,-9.63,67.06,57.07,0.6,356,2
34.41,55.37,54.41,58.88,-0.71,75.49,59.19,0.6,356,2
35.26,55.37,54.41,56.98,-1.7,65.66,58.13,0.6,356,2
35.26,57.58,51.3,59.84,-10.62,72.68,59.19,0.6,356,2
33.56,56.47,51.3,58.88,-20.53,74.08,62.37,0.6,356,2
35.26,55.37,54.41,56.02,-11.61,67.06,58.13,0.6,356,2
32.71,57.58,51.3,56.98,-1.7,72.68,61.31,0.6,356,2
35.26,56.47,55.44,56.98,-12.61,72.68,61.31,0.6,356,2
34.41,56.47,50.26,59.84,4.24,71.28,61.31,0.6,356,2
34.41,57.58,53.37,56.98,-10.62,68.47,59.19,0.6,356,2
36.11,56.47,51.3,57.93,-4.68,72.68,58.13,0.6,356,2
35.26,55.37,55.44,58.88,-3.69,69.87,57.07,0.6,356,2
32.71,59.79,55.44,58.88,-1.7,67.06,63.43,0.6,356,2
35.26,56.47,55.44,59.84,5.23,67.06,60.25,0.6,356,2
33.56,54.26,54.41,57.93,7.21,65.66,60.25,0.6,356,2
35.26,56.47,53.37,60.79,-3.69,75.49,60.25,0.6,356,2
33.56,57.58,53.37,59.84,-12.61,72.68,59.19,0.6,356,2
35.26,55.37,53.37,59.84,-9.63,67.06,58.13,0.6,356,2
34.41,56.47,55.44,59.84,7.21,72.68,62.37,0.6,356,2
34.41,55.37,55.44,58.88,-2.7,69.87,60.25,0.6,356,2
34.41,53.15,53.37,57.93,-12.61,71.28,59.19,0.6,356,2
35.26,55.37,52.33,58.88,-8.64,67.06,60.25,0.6,356,2
33.56,55.37,55.44,59.84,0.28,74.08,60.25,0.6,356,2
35.26,57.58,51.3,60.79,-18.55,71.28,59.19,0.6,356,2
36.11,54.26,51.3,54.11,-3.69,72.68,57.07,0.6,356,2
32.71,58.69,52.33,57.93,-8.64,64.26,59.19,0.6,356,2
35.26,56.47,52.33,58.88,-2.7,75.49,56.01,0.6,356,2
34.41,58.69,53.37,58.88,-17.56,74.08,58.13,0.6,356,2
35.26,54.26,53.37,57.93,-26.48,72.68,60.25,0.6,356,2
35.26,55.37,51.3,56.02,0.28,71.28,60.25,0.6,356,2
33.56,55.37,52.33,59.84,-12.61,72.68,62.37,0.8,356,2
34.41,50.94,54.41,56.98,0.28,71.28,61.31,0.8,356,2
33.56,55.37,55.44,56.98,-20.53,72.68,61.31,0.8,356,2
32.71,53.15,51.3,56.98,-17.56,69.87,60.25,0.8,356,2
34.41,50.94,51.3,57.93,2.26,72.68,58.13,0.8,356,2
32.71,53.15,51.3,56.98,-2.7,74.08,59.19,0.8,356,2
35.26,55.37,51.3,58.88,-22.52,71.28,60.25,0.8,356,2
34.41,54.26,54.41,59.84,-22.52,69.87,59.19,0.8,356,2
34.41,52.04,54.41,56.98,-13.6,72.68,60.25,0.8,356,2
33.56,52.04,55.44,56.98,-9.63,74.08,59.19,0.8,356,2
35.26,49.83,53.37,56.98,-16.57,75.49,60.25,0.8,356,2
33.56,50.94,52.33,57.93,8.21,69.87,59.19,0.8,356,2
33.56,54.26,52.33,57.93,-16.57,71.28,60.25,0.8,356,2
32.71,60.9,53.37,56.02,6.22,74.08,57.07,0.8,356,2
34.41,57.58,50.26,56.98,5.23,71.28,62.37,0.8,356,2
33.56,55.37,55.44,56.98,0.28,72.68,60.25,0.8,356,2
32.71,52.04,53.37,56.98,-15.58,67.06,60.25,0.8,356,2
35.26,50.94,55.44,56.98,-1.7,75.49,60.25,0.8,356,2
32.71,53.15,54.41,56.02,-16.57,74.08,60.25,0.8,356,2
34.41,47.62,51.3,58.88,-15.58,69.87,60.25,0.8,356,2
33.56,54.26,52.33,58.88,7.21,69.87,57.07,0.8,356,2
34.41,53.15,54.41,56.98,-4.68,74.08,58.13,0.8,356,2
36.11,48.72,52.33,56.98,-4.68,72.68,58.13,0.8,356,2
35.26,52.04,52.33,56.02,-11.61,71.28,60.25,0.8,356,2
36.11,54.26,53.37,56.02,-0.71,69.87,58.13,0.8,356,2
32.71,52.04,53.37,58.88,1.27,68.47,59.19,0.8,356,2
33.56,54.26,53.37,57.93,-17.56,72.68,59.19,0.8,356,2
34.41,52.04,52.33,57.93,-2.7,74.08,60.25,0.8,356,2
31.87,55.37,51.3,57.93,5.23,69.87,58.13,0.8,356,2
33.56,57.58,54.41,59.84,-1.7,69.87,57.07,0.8,356,2
34.41,52.04,49.23,58.88,-18.55,74.08,60.25,0.8,356,2
34.41,49.83,52.33,56.98,-19.54,69.87,59.19,0.8,356,2
35.26,48.72,53.37,57.93,-8.64,78.3,58.13,0.8,356,2
33.56,52.04,56.48,56.98,-0.71,72.68,59.19,0.8,356,2
35.26,50.94,53.37,56.98,5.23,74.08,59.19,0.8,356,2
35.26,54.26,55.44,57.93,6.22,76.89,58.13,0.8,356,2
33.56,49.83,54.41,57.93,-20.53,72.68,56.01,0.8,356,2
34.41,54.26,56.48,60.79,-23.51,76.89,59.19,0.8,356,2
34.41,48.72,57.51,57.93,-2.7,72.68,57.07,0.8,356,2
31.02,52.04,55.44,57.93,12.17,78.3,60.25,0.8,356,2
32.71,54.26,52.33,56.98,-4.68,74.08,60.25,0.8,356,2
34.41,52.04,55.44,58.88,2.26,74.08,60.25,0.8,356,2
35.26,52.04,54.41,54.11,2.26,72.68,60.25,0.8,356,2
32.71,54.26,54.41,56.98,11.18,71.28,58.13,0.8,356,2
33.56,49.83,54.41,58.88,-6.66,71.28,59.19,0.8,356,2
32.71,50.94,53.37,56.98,-7.65,71.28,59.19,0.8,356,2
34.41,49.83,55.44,56.98,10.19,72.68,60.25,0.8,356,2
33.56,52.04,51.3,56.98,-4.68,72.68,60.25,0.8,356,2
33.56,53.15,53.37,56.02,3.25,74.08,61.31,0.8,356,2
35.26,50.94,54.41,56.98,4.24,69.87,59.19,0.8,356,2
34.41,46.51,54.41,56.02,-2.7,72.68,58.13,0.8,356,2
35.26,50.94,53.37,60.79,9.2,76.89,60.25,0.8,356,2
34.41,48.72,54.41,57.93,-7.65,72.68,58.13,0.8,356,2
32.71,49.83,53.37,56.98,1.27,65.66,60.25,0.8,356,2
34.41,50.94,55.44,57.93,-11.61,69.87,58.13,0.8,356,2
32.71,47.62,54.41,56.02,-6.66,72.68,59.19,0.8,356,2
34.41,50.94,54.41,57.93,1.27,61.45,62.37,0.8,356,2
34.41,46.51,54.41,56.02,2.26,67.06,57.07,0.8,356,2
33.56,50.94,51.3,57.93,-5.67,74.08,59.19,0.8,356,2
36.11,45.4,54.41,56.98,5.23,75.49,59.19,0.8,356,2
33.56,48.72,50.26,56.02,-5.67,71.28,61.31,0.8,356,2
34.41,46.51,50.26,59.84,3.25,72.68,58.13,0.8,356,2
34.41,46.51,53.37,56.02,11.18,69.87,59.19,0.8,356,2
36.11,44.3,50.26,58.88,-11.61,76.89,59.19,0.8,356,2
32.71,48.72,54.41,56.98,20.1,68.47,60.25,0.8,356,2
32.71,43.19,53.37,57.93,2.26,69.87,58.13,0.8,356,2
32.71,53.15,50.26,57.93,8.21,74.08,60.25,0.8,356,2
34.41,49.83,55.44,60.79,4.24,75.49,62.37,0.8,356,2
33.56,44.3,52.33,56.02,3.25,69.87,59.19,0.8,356,2
31.87,46.51,52.33,57.93,10.19,75.49,60.25,0.8,356,2
33.56,40.97,55.44,58.88,15.14,69.87,58.13,0.8,356,2
33.56,48.72,53.37,56.02,-10.62,74.08,58.13,0.8,356,2
31.02,49.83,54.41,59.84,8.21,69.87,61.31,0.8,356,2
33.56,50.94,54.41,58.88,-9.63,72.68,59.19,0.8,356,2
34.41,46.51,54.41,57.93,6.22,76.89,62.37,0.8,356,2
33.56,44.3,53.37,57.93,-1.7,72.68,62.37,0.8,356,2
33.56,49.83,53.37,56.98,2.26,74.08,58.13,0.8,356,2
32.71,53.15,52.33,57.93,2.26,79.7,61.31,0.8,356,2
31.87,49.83,53.37,55.07,12.17,72.68,62.37,0.8,356,2
35.26,44.3,52.33,56.02,5.23,78.3,61.31,0.8,356,2
32.71,45.4,51.3,56.98,15.14,72.68,58.13,1,356,2
34.41,43.19,52.33,56.98,30.01,71.28,58.13,1,356,2
33.56,47.62,51.3,59.84,19.11,74.08,62.37,1,356,2
33.56,47.62,51.3,61.75,16.13,74.08,59.19,1,356,2
33.56,46.51,52.33,58.88,22.08,72.68,58.13,1,356,2
35.26,44.3,53.37,57.93,20.1,69.87,58.13,1,356,2
33.56,46.51,51.3,59.84,12.17,74.08,59.19,1,356,2
31.87,48.72,50.26,58.88,15.14,71.28,60.25,1,356,2
35.26,45.4,50.26,56.98,11.18,72.68,60.25,1,356,2
33.56,44.3,51.3,57.93,16.13,71.28,60.25,1,356,2
34.41,46.51,51.3,58.88,21.09,76.89,58.13,1,356,2
32.71,44.3,50.26,58.88,35.95,72.68,54.95,1,356,2
32.71,46.51,49.23,56.98,21.09,72.68,59.19,1,356,2
34.41,45.4,52.33,56.98,14.15,71.28,57.07,1,356,2
35.26,45.4,51.3,60.79,20.1,75.49,60.25,1,356,2
33.56,45.4,51.3,56.98,26.04,71.28,57.07,1,356,2
33.56,42.08,48.19,57.93,19.11,72.68,60.25,1,356,2
33.56,45.4,54.41,56.02,19.11,74.08,59.19,1,356,2
34.41,47.62,51.3,59.84,18.12,69.87,57.07,1,356,2
34.41,44.3,53.37,56.98,25.05,69.87,61.31,1,356,2
32.71,44.3,49.23,56.02,33.97,78.3,60.25,1,356,2
33.56,42.08,53.37,59.84,33.97,69.87,60.25,1,356,2
33.56,48.72,55.44,56.02,25.05,75.49,58.13,1,356,2
34.41,42.08,50.26,59.84,23.07,68.47,54.95,1,356,2
34.41,43.19,51.3,58.88,37.94,72.68,59.19,1,356,2
36.95,45.4,51.3,57.93,31.99,75.49,54.95,1,356,2
37.8,42.08,55.44,57.93,31,67.06,62.37,1,356,2
32.71,42.08,55.44,58.88,31.99,75.49,60.25,1,356,2
34.41,40.97,52.33,57.93,21.09,75.49,60.25,1,356,2
34.41,38.76,51.3,56.98,27.03,75.49,56.01,1,356,2
33.56,44.3,53.37,56.98,26.04,68.47,57.07,1,356,2
33.56,43.19,54.41,56.98,21.09,68.47,58.13,1,356,2
32.71,45.4,52.33,56.98,26.04,74.08,57.07,1,356,2
32.71,43.19,54.41,58.88,23.07,75.49,58.13,1,356,2
36.11,43.19,54.41,58.88,26.04,76.89,58.13,1,356,2
33.56,45.4,53.37,60.79,30.01,75.49,60.25,1,356,2
34.41,42.08,53.37,58.88,21.09,69.87,60.25,1,356,2
33.56,35.44,50.26,57.93,25.05,69.87,59.19,1,356,2
32.71,40.97,55.44,59.84,22.08,71.28,57.07,1,356,2
34.41,40.97,56.48,56.98,20.1,71.28,58.13,1,356,2
33.56,44.3,51.3,59.84,25.05,72.68,56.01,1,356,2
33.56,48.72,50.26,58.88,38.93,75.49,56.01,1,356,2
33.56,46.51,51.3,56.98,8.21,71.28,56.01,1,356,2
33.56,37.65,53.37,56.02,22.08,75.49,60.25,1,356,2
35.26,44.3,50.26,59.84,30.01,69.87,58.13,1,356,2
34.41,39.87,54.41,56.02,29.02,75.49,58.13,1,356,2
