Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,Force,z,theta,r
44,41,45,33,44,34,49,-6.52,130,0,"3
"
44,41,50,33,44,34,51,-6.48,130,0,"3
"
44,41,50,33,41,34,51,-6.47,130,0,"3
"
44,41,51,38,41,36,51,-6.42,130,0,"3
"
39,43,51,38,41,36,50,-6.41,130,0,"3
"
39,43,51,36,41,42,50,-6.42,130,0,"3
"
39,43,51,36,41,42,52,-6.35,130,0,"3
"
39,40,51,36,42,42,52,-6.45,130,0,"3
"
39,40,49,33,42,36,52,-6.49,130,0,"3
"
41,43,49,33,42,36,53,-6.45,130,0,"3
"
41,43,49,37,42,38,53,-6.43,130,0,"3
"
38,43,46,37,42,38,50,-6.45,130,0,"3
"
38,47,46,37,42,38,50,-6.42,130,0,"3
"
38,47,48,39,42,39,50,-6.4,130,0,"3
"
43,44,48,39,42,39,49,-6.37,130,0,"3
"
43,44,48,36,43,36,49,-6.49,130,0,"3
"
40,44,47,36,43,36,53,-6.51,130,0,"3
"
40,43,47,36,42,36,53,-6.47,130,0,"3
"
40,43,49,34,42,37,53,-6.49,130,0,"3
"
40,45,49,34,42,37,53,-6.47,130,0,"3
"
40,45,49,36,44,34,53,-6.45,130,0,"3
"
38,45,47,36,44,34,51,-6.48,130,0,"3
"
38,42,47,36,43,34,51,-6.48,130,0,"3
"
38,42,48,35,43,35,51,-6.45,130,0,"3
"
44,42,48,35,43,35,52,-6.45,130,0,"3
"
44,42,48,34,42,34,52,-6.42,130,0,"3
"
41,42,50,34,42,34,50,-6.41,130,0,"3
"
41,38,50,34,42,34,50,-6.44,130,0,"3
"
41,38,50,36,42,35,50,-6.4,130,0,"3
"
41,44,50,36,42,35,52,-6.36,130,0,"3
"
41,44,50,36,45,37,52,-6.45,130,0,"3
"
44,44,51,36,45,37,51,-6.44,130,0,"3
"
44,42,51,36,40,37,51,-6.47,130,0,"3
"
44,42,50,35,40,38,51,-6.49,130,0,"3
"
40,40,50,35,40,38,51,-6.47,130,0,"3
"
40,40,50,33,41,37,51,-6.49,130,0,"3
"
40,40,48,33,41,37,51,-6.43,130,0,"3
"
40,42,48,33,43,37,51,-6.38,130,0,"3
"
40,42,49,36,43,35,51,-6.42,130,0,"3
"
40,39,49,36,43,35,50,-6.41,130,0,"3
"
40,39,49,37,41,37,50,-6.39,130,0,"3
"
41,39,51,37,41,37,50,-6.45,130,0,"3
"
41,40,51,37,41,37,50,-6.46,130,0,"3
"
41,40,49,34,41,34,50,-6.48,130,0,"3
"
40,41,49,34,41,34,50,-6.53,130,0,"3
"
40,41,49,33,43,34,50,-6.58,130,0,"3
"
44,41,47,33,43,34,52,-6.48,130,0,"3
"
44,41,47,33,43,34,52,-6.42,130,0,"3
"
44,41,49,38,43,38,52,-6.44,130,0,"3
"
40,38,49,38,43,38,53,-6.43,130,0,"3
"
40,38,49,37,41,37,53,-6.43,130,0,"3
"
42,38,49,37,41,37,50,-6.43,130,0,"3
"
42,42,49,37,41,37,50,-6.46,130,0,"3
"
42,47,46,37,41,33,46,5.29,130,0,"4
"
42,47,48,37,41,33,50,5.31,130,0,"4
"
39,43,48,36,41,33,50,5.21,130,0,"4
"
39,43,49,36,41,38,50,5.1,130,0,"4
"
39,46,49,37,43,38,49,5.11,130,0,"4
"
39,46,49,37,43,38,49,5.11,130,0,"4
"
39,46,50,37,43,38,49,5.1,130,0,"4
"
39,43,50,35,42,38,49,4.97,130,0,"4
"
39,43,49,35,42,38,49,4.98,130,0,"4
"
42,43,49,34,46,38,47,4.96,130,0,"4
"
42,43,49,34,46,39,47,4.82,130,0,"4
"
42,43,47,34,46,39,46,4.85,130,0,"4
"
43,48,47,31,45,39,46,4.95,130,0,"4
"
43,48,48,31,45,33,46,4.84,130,0,"4
"
41,43,48,33,44,33,48,4.75,130,0,"4
"
41,43,48,33,44,33,48,4.75,130,0,"4
"
41,43,49,33,44,33,47,4.79,130,0,"4
"
44,44,49,37,43,33,47,4.76,130,0,"4
"
44,44,47,37,43,34,47,4.65,130,0,"4
"
40,44,47,35,43,34,49,4.62,130,0,"4
"
40,43,47,35,43,40,49,4.71,130,0,"4
"
40,43,48,35,43,40,48,4.69,130,0,"4
"
39,41,48,33,48,40,48,4.63,130,0,"4
"
39,41,48,33,48,35,48,4.63,130,0,"4
"
39,41,48,34,45,35,47,4.58,130,0,"4
"
40,44,48,34,45,36,47,4.56,130,0,"4
"
40,44,50,34,45,36,45,4.53,130,0,"4
"
37,43,50,40,48,36,45,4.49,130,0,"4
"
37,43,50,40,48,36,45,4.42,130,0,"4
"
37,43,51,31,45,36,52,4.5,130,0,"4
"
36,42,51,31,45,36,52,4.46,130,0,"4
"
36,42,44,31,45,36,44,4.45,130,0,"4
"
37,43,44,37,45,36,44,4.47,130,0,"4
"
37,43,44,37,45,40,44,4.48,130,0,"4
"
37,43,52,37,46,40,48,4.46,130,0,"4
"
37,43,52,34,46,33,48,4.33,130,0,"4
"
37,43,48,34,46,33,48,4.37,130,0,"4
"
35,45,48,34,43,33,48,4.4,130,0,"4
"
35,45,48,34,43,37,48,4.36,130,0,"4
"
35,45,47,34,46,37,49,4.38,130,0,"4
"
40,42,47,32,46,35,49,4.26,130,0,"4
"
40,42,49,32,46,35,49,4.24,130,0,"4
"
36,48,49,34,45,35,49,4.27,130,0,"4
"
36,48,49,34,45,37,49,4.24,130,0,"4
"
36,48,49,34,46,37,48,4.21,130,0,"4
"
36,44,49,35,46,39,48,4.25,130,0,"4
"
36,44,48,35,46,39,48,4.21,130,0,"4
"
41,42,48,37,51,39,47,4.23,130,0,"4
"
41,42,48,37,51,38,47,4.25,130,0,"4
"
41,42,53,37,51,38,48,4.23,130,0,"4
"
40,43,53,34,45,41,48,4.19,130,0,"4
"
40,43,52,34,45,41,48,4.17,130,0,"4
"
48,47,52,36,47,41,49,4.19,130,0,"4
"
48,47,52,36,47,40,49,4.12,130,0,"4
"
48,47,48,36,47,40,47,4.11,130,0,"4
"
45,46,48,36,44,40,47,4.12,130,0,"4
"
45,46,49,36,44,37,47,4.08,130,0,"4
"
NaN,42,49,33,46,37,52,4.07,130,0,"4
"
NaN,42,49,33,46,38,52,4.06,130,0,"4
"
NaN,42,50,33,46,38,51,4.05,130,0,"4
"
37,47,50,32,47,38,51,4.08,130,0,"4
"
37,47,48,32,47,39,51,4.05,130,0,"4
"
37,46,48,35,45,39,45,4.01,130,0,"4
"
36,46,48,35,45,39,45,3.99,130,0,"4
"
36,46,51,35,45,39,51,4.03,130,0,"4
"
39,44,51,35,46,39,51,4.05,130,0,"4
"
39,44,50,35,46,37,51,4.05,130,0,"4
"
39,46,50,38,46,37,47,4,130,0,"4
"
39,46,50,38,46,43,47,4.05,130,0,"4
"
39,46,50,38,46,43,49,4.02,130,0,"4
"
38,45,50,36,48,43,49,4.02,130,0,"4
"
38,45,52,36,48,38,49,4.01,130,0,"4
"
38,45,52,36,43,38,47,4,130,0,"4
"
37,44,52,36,43,38,47,3.97,130,0,"4
"
37,44,50,36,43,38,50,4.06,130,0,"4
"
41,47,50,37,49,38,50,3.98,130,0,"4
"
41,47,48,37,49,38,50,3.92,130,0,"4
"
41,47,48,36,45,38,46,3.9,130,0,"4
"
39,47,48,36,45,40,46,3.9,130,0,"4
"
39,47,53,36,45,40,51,3.99,130,0,"4
"
38,48,53,35,45,40,51,4,130,0,"4
"
38,48,52,35,45,35,51,3.86,130,0,"4
"
38,48,52,37,44,35,47,4.01,130,0,"4
"
37,47,52,37,44,41,47,3.95,130,0,"4
"
37,47,50,37,44,41,46,3.92,130,0,"4
"
38,46,50,36,46,41,46,3.89,130,0,"4
"
38,46,50,36,46,36,46,3.92,130,0,"4
"
38,46,48,35,45,36,48,3.92,130,0,"4
"
40,47,48,35,45,40,48,3.93,130,0,"4
"
40,47,52,35,45,40,48,3.87,130,0,"4
"
45,49,52,36,44,40,51,3.88,130,0,"4
"
45,49,52,36,44,38,51,3.88,130,0,"4
"
45,49,49,36,46,38,50,3.86,130,0,"4
"
38,49,49,36,46,38,50,3.94,130,0,"4
"
38,49,53,36,46,38,50,3.97,130,0,"4
"
39,48,53,37,44,38,48,3.88,130,0,"4
"
39,48,53,37,44,42,48,3.87,130,0,"4
"
39,48,54,34,42,42,50,3.81,130,0,"4
"
36,47,54,34,42,40,50,3.84,130,0,"4
"
36,47,51,34,42,40,50,3.78,130,0,"4
"
38,46,51,35,45,40,49,3.83,130,0,"4
"
38,46,51,35,45,40,49,3.92,130,0,"4
"
38,46,50,39,43,40,50,3.9,130,0,"4
"
41,46,50,39,43,38,50,3.82,130,0,"4
"
41,46,55,39,43,38,50,3.79,130,0,"4
"
41,46,55,35,45,38,50,3.81,130,0,"4
"
41,46,55,35,45,37,50,3.79,130,0,"4
"
41,46,50,35,45,37,49,3.86,130,0,"4
"
42,46,50,35,45,40,49,3.85,130,0,"4
"
42,46,53,35,45,40,49,3.75,130,0,"4
"
42,48,53,37,43,40,45,3.79,130,0,"4
"
43,48,53,37,43,42,45,3.75,130,0,"4
"
43,48,54,38,46,42,50,3.79,130,0,"4
"
42,47,54,38,46,42,50,3.79,130,0,"4
"
42,47,48,38,46,37,50,3.77,130,0,"4
"
42,44,48,34,49,37,51,3.84,130,0,"4
"
41,44,48,34,49,41,51,3.79,130,0,"4
"
41,44,52,37,45,41,48,3.74,130,0,"4
"
43,42,52,37,45,41,48,3.76,130,0,"4
"
43,42,50,37,45,44,48,3.77,130,0,"4
"
43,42,50,36,43,44,49,3.78,130,0,"4
"
42,50,50,36,43,39,49,3.77,130,0,"4
"
42,50,53,33,46,39,49,3.73,130,0,"4
"
41,48,53,33,46,39,49,3.71,130,0,"4
"
41,48,51,33,46,38,49,3.75,130,0,"4
"
41,48,51,39,45,38,48,3.75,130,0,"4
"
40,47,51,39,45,40,48,3.77,130,0,"4
"
40,47,54,40,47,40,49,3.72,130,0,"4
"
38,46,54,40,47,40,49,3.68,130,0,"4
"
38,46,47,40,47,42,49,3.69,130,0,"4
"
38,46,47,38,47,42,49,3.71,130,0,"4
"
40,47,47,38,47,38,49,3.7,130,0,"4
"
40,47,52,34,47,38,51,3.69,130,0,"4
"
41,45,52,34,44,38,51,3.61,130,0,"4
"
41,45,51,34,44,39,51,3.58,130,0,"4
"
41,45,51,35,48,39,49,3.69,130,0,"4
"
40,44,51,35,48,42,49,3.74,130,0,"4
"
40,44,52,32,48,42,49,3.71,130,0,"4
"
41,44,52,32,44,42,48,3.73,130,0,"4
"
41,44,56,32,44,38,48,3.66,130,0,"4
"
41,44,56,36,46,38,46,3.64,130,0,"4
"
45,47,56,36,46,42,46,3.63,130,0,"4
"
45,47,53,35,46,42,46,3.53,130,0,"4
"
45,43,53,35,41,42,46,3.6,130,0,"4
"
43,43,53,35,41,37,46,3.63,130,0,"4
"
43,43,47,36,42,37,53,3.61,130,0,"4
"
40,45,47,36,42,44,53,3.67,130,0,"4
"
40,45,51,34,42,44,53,3.71,130,0,"4
"
40,44,51,34,47,44,49,3.65,130,0,"4
"
40,44,51,34,47,41,49,3.61,130,0,"4
"
40,44,55,37,44,41,48,3.66,130,0,"4
"
42,49,55,37,44,41,48,3.66,130,0,"4
"
42,49,50,34,44,41,48,3.65,130,0,"4
"
42,48,50,34,43,41,50,3.68,130,0,"4
"
39,48,50,34,43,37,50,3.62,130,0,"4
"
39,48,56,34,45,37,49,3.63,130,0,"4
"
41,48,56,34,45,40,49,3.62,130,0,"4
"
41,48,52,39,45,40,49,3.66,130,0,"4
"
41,47,52,39,46,40,51,3.66,130,0,"4
"
41,47,52,39,46,42,51,3.63,130,0,"4
"
41,47,50,39,44,42,47,3.59,130,0,"4
"
37,49,50,39,44,38,47,3.62,130,0,"4
"
37,49,51,33,44,38,47,3.6,130,0,"4
"
37,42,51,33,44,38,45,3.58,130,0,"4
"
42,42,51,33,44,40,45,3.57,130,0,"4
"
42,42,48,36,44,40,50,3.65,130,0,"4
"
39,47,48,36,44,38,50,3.64,130,0,"4
"
39,47,48,37,44,38,50,3.68,130,0,"4
"
39,47,48,37,44,38,49,3.67,130,0,"4
"
41,41,48,37,44,44,49,3.63,130,0,"4
"
41,41,53,35,47,44,49,3.63,130,0,"4
"
39,48,53,35,47,44,49,3.6,130,0,"4
"
39,48,51,36,47,40,49,3.63,130,0,"4
"
39,48,51,36,47,40,50,3.58,130,0,"4
"
39,45,51,36,47,42,50,3.5,130,0,"4
"
39,45,51,35,45,42,49,3.47,130,0,"4
"
39,51,51,35,45,42,49,3.54,130,0,"4
"
39,51,50,34,45,43,49,3.54,130,0,"4
"
39,51,50,34,43,43,47,3.52,130,0,"4
"
40,45,50,34,43,39,47,3.61,130,0,"4
"
40,45,52,36,43,39,47,3.66,130,0,"4
"
40,47,52,36,43,39,47,3.64,130,0,"4
"
44,47,51,32,43,41,47,3.58,130,0,"4
"
44,47,51,32,45,41,50,3.48,130,0,"4
"
41,45,51,32,45,39,50,3.6,130,0,"4
"
41,45,53,35,44,39,49,3.57,130,0,"4
"
41,48,53,35,44,39,49,3.56,130,0,"4
"
41,48,51,39,44,37,49,3.46,130,0,"4
"
41,48,51,39,50,37,48,3.44,130,0,"4
"
42,51,51,39,50,40,48,3.54,130,0,"4
"
42,51,51,33,46,40,48,3.55,130,0,"4
"
42,45,51,33,46,40,51,3.49,130,0,"4
"
40,45,51,35,46,37,51,3.54,130,0,"4
"
40,45,51,35,47,37,48,3.51,130,0,"4
"
44,48,51,35,47,40,48,3.53,130,0,"4
"
44,48,55,37,45,40,48,3.52,130,0,"4
"
44,47,55,37,45,40,48,3.51,130,0,"4
"
37,47,49,37,45,43,48,3.45,130,0,"4
"
37,47,49,38,43,43,50,3.51,130,0,"4
"
38,48,49,38,43,41,50,3.56,130,0,"4
"
38,48,52,38,46,41,50,3.52,130,0,"4
"
38,49,52,38,46,41,46,3.46,130,0,"4
"
42,49,52,38,46,40,46,3.44,130,0,"4
"
42,49,50,35,44,40,46,3.52,130,0,"4
"
42,48,50,35,44,39,46,3.53,130,0,"4
"
42,48,47,35,44,39,46,3.48,130,0,"4
"
42,48,47,35,48,39,52,3.51,130,0,"4
"
42,48,47,35,48,37,52,3.54,130,0,"4
"
42,48,51,40,46,37,50,3.57,130,0,"4
"
44,44,51,40,46,38,50,3.49,130,0,"4
"
44,44,50,34,46,38,50,3.49,130,0,"4
"
44,47,50,34,43,38,48,3.46,130,0,"4
"
43,47,50,34,43,37,48,3.43,130,0,"4
"
43,47,49,35,45,37,50,3.52,130,0,"4
"
42,45,49,35,45,38,50,3.54,130,0,"4
"
42,45,47,34,45,38,50,3.52,130,0,"4
"
42,47,47,34,43,38,48,3.47,130,0,"4
"
40,47,47,34,43,40,48,3.46,130,0,"4
"
40,47,49,36,43,40,46,3.47,130,0,"4
"
40,46,49,36,43,35,46,3.52,130,0,"4
"
39,46,52,30,43,35,46,3.53,130,0,"4
"
39,46,52,30,45,35,49,3.46,130,0,"4
"
43,45,52,30,45,36,49,3.43,130,0,"4
"
43,45,46,36,47,36,53,3.45,130,0,"4
"
43,48,46,36,47,36,53,3.52,130,0,"4
"
41,48,54,35,47,38,53,3.54,130,0,"4
"
41,48,54,35,45,38,50,3.51,130,0,"4
"
41,49,54,35,45,40,50,3.5,130,0,"4
"
41,49,46,34,43,40,52,3.45,130,0,"4
"
41,44,46,34,43,40,52,3.45,130,0,"4
"
40,44,50,33,43,37,52,3.42,130,0,"4
"
40,44,50,33,44,37,49,3.42,130,0,"4
"
44,43,50,33,44,35,49,3.4,130,0,"4
"
44,43,49,33,46,35,49,3.45,130,0,"4
"
44,43,49,33,46,35,49,3.46,130,0,"4
"
41,43,48,37,46,38,49,3.41,130,0,"4
"
41,43,48,37,44,38,49,3.46,130,0,"4
"
44,48,48,37,44,38,49,3.47,130,0,"4
"
44,48,53,34,46,38,49,3.38,130,0,"4
"
44,48,53,34,46,38,50,3.42,130,0,"4
"
40,48,47,32,46,33,50,3.49,130,0,"4
"
40,48,47,32,47,33,47,3.47,130,0,"4
"
38,45,47,32,47,40,47,3.48,130,0,"4
"
38,45,50,37,45,40,47,3.48,130,0,"4
"
38,45,50,37,45,40,51,3.45,130,0,"4
"
43,45,51,33,45,38,51,3.44,130,0,"4
"
43,45,51,33,47,38,47,3.49,130,0,"4
"
44,43,51,33,47,40,47,3.48,130,0,"4
"
44,43,49,37,45,40,47,3.45,130,0,"4
"
44,45,49,37,45,40,49,3.38,130,0,"4
"
38,45,48,35,45,38,49,3.35,130,0,"4
"
38,45,48,35,46,38,49,3.45,130,0,"4
"
44,52,48,35,46,39,49,3.47,130,0,"4
"
44,52,45,32,44,39,49,3.42,130,0,"4
"
44,45,45,32,44,39,46,3.4,130,0,"4
"
39,45,49,37,44,40,46,3.52,130,0,"4
"
39,45,49,37,45,40,50,3.42,130,0,"4
"
39,49,49,37,45,37,50,3.41,130,0,"4
"
41,49,48,35,43,37,50,3.49,130,0,"4
"
41,48,48,35,43,37,49,3.41,130,0,"4
"
39,48,48,36,43,39,49,3.46,130,0,"4
"
39,48,46,36,46,39,47,3.53,130,0,"4
"
39,49,46,36,46,39,47,3.49,130,0,"4
"
39,49,48,37,45,39,47,3.43,130,0,"4
"
39,45,48,37,45,39,51,3.4,130,0,"4
"
44,45,48,35,45,36,51,3.45,130,0,"4
"
44,45,44,35,48,36,50,3.4,130,0,"4
"
44,50,44,35,48,41,50,3.37,130,0,"4
"
39,50,48,36,45,41,50,3.36,130,0,"4
"
39,49,48,36,45,41,52,3.43,130,0,"4
"
43,49,48,37,45,37,52,3.42,130,0,"4
"
43,49,46,37,45,37,49,3.37,130,0,"4
"
43,49,46,37,45,38,49,3.35,130,0,"4
"
38,49,49,32,47,38,49,3.44,130,0,"4
"
38,49,49,32,47,38,49,3.46,130,0,"4
"
40,46,49,32,47,39,49,3.44,130,0,"4
"
40,46,48,32,45,39,51,3.42,130,0,"4
"
40,46,48,32,45,39,51,3.31,130,0,"4
"
42,46,48,37,49,39,51,3.32,130,0,"4
"
42,46,48,37,49,39,50,3.44,130,0,"4
"
39,46,48,30,49,40,50,3.39,130,0,"4
"
39,46,48,30,48,40,48,3.42,130,0,"4
"
39,46,48,30,48,40,48,3.43,130,0,"4
"
40,46,50,31,48,40,48,3.45,130,0,"4
"
40,46,50,31,48,40,50,3.39,130,0,"4
"
40,45,50,33,48,41,50,3.37,130,0,"4
"
40,45,45,33,44,41,50,3.39,130,0,"4
"
40,48,45,33,44,41,50,3.4,130,0,"4
"
39,48,48,33,44,36,50,3.41,130,0,"4
"
39,48,48,33,46,36,52,3.38,130,0,"4
"
40,50,48,36,46,35,52,3.42,130,0,"4
"
40,50,47,36,47,35,52,3.42,130,0,"4
"
40,49,47,36,47,35,49,3.42,130,0,"4
"
40,49,48,35,47,37,49,3.45,130,0,"4
"
40,49,48,35,46,37,49,3.33,130,0,"4
"
41,45,48,37,46,40,49,3.33,130,0,"4
"
41,45,46,37,44,40,49,3.38,130,0,"4
"
41,51,46,37,44,40,47,3.35,130,0,"4
"
36,51,45,34,44,35,47,3.39,130,0,"4
"
36,51,45,34,45,35,47,3.39,130,0,"4
"
36,48,45,36,45,37,47,3.38,130,0,"4
"
37,48,47,36,43,37,47,3.35,130,0,"4
"
37,48,47,36,43,37,49,3.3,130,0,"4
"
41,48,48,36,43,34,49,3.33,130,0,"4
"
41,48,48,36,47,34,48,3.4,130,0,"4
"
41,45,48,37,47,37,48,3.44,130,0,"4
"
39,45,47,37,46,37,48,3.43,130,0,"4
"
39,50,47,37,46,37,45,3.38,130,0,"4
"
40,50,51,33,46,41,45,3.36,130,0,"4
"
40,50,51,33,46,41,48,3.42,130,0,"4
"
40,49,51,37,46,37,48,3.38,130,0,"4
"
43,49,51,37,39,37,48,3.34,130,0,"4
"
43,47,51,37,39,37,48,3.26,130,0,"4
"
40,47,47,34,39,40,48,3.27,130,0,"4
"
40,47,47,34,46,40,48,3.37,130,0,"4
"
40,52,47,33,46,38,48,3.43,130,0,"4
"
38,52,46,33,45,38,48,3.47,130,0,"4
"
38,47,46,33,45,38,45,3.45,130,0,"4
"
42,47,46,33,45,39,45,3.29,130,0,"4
"
42,47,52,33,44,39,47,3.28,130,0,"4
"
42,46,52,39,44,37,47,3.34,130,0,"4
"
44,46,48,39,43,37,47,3.41,130,0,"4
"
44,46,48,39,43,37,48,3.38,130,0,"4
"
39,49,48,36,43,41,48,3.38,130,0,"4
"
39,49,50,36,44,41,48,3.38,130,0,"4
"
39,45,50,36,44,43,48,3.34,130,0,"4
"
42,45,48,36,45,43,48,3.41,130,0,"4
"
42,45,48,36,45,43,47,3.38,130,0,"4
"
33,45,49,35,46,39,51,16.08,130,0,"5
"
36,45,50,35,47,36,51,15.88,130,0,"5
"
36,45,50,36,47,36,51,15.91,130,0,"5
"
36,45,50,36,47,36,51,15.99,130,0,"5
"
37,45,48,36,47,36,51,15.95,130,0,"5
"
37,43,48,39,47,36,52,15.79,130,0,"5
"
35,43,51,39,43,38,52,15.82,130,0,"5
"
35,43,51,36,43,38,49,15.71,130,0,"5
"
35,46,51,36,43,38,49,15.62,130,0,"5
"
37,46,51,36,45,38,49,15.57,130,0,"5
"
37,44,51,41,45,38,49,15.53,130,0,"5
"
38,44,51,41,47,40,49,15.58,130,0,"5
"
38,44,51,36,47,40,50,15.55,130,0,"5
"
38,45,51,36,47,38,50,15.54,130,0,"5
"
43,45,47,36,45,38,50,15.45,130,0,"5
"
43,43,47,34,45,38,49,15.37,130,0,"5
"
38,43,52,34,45,38,49,15.37,130,0,"5
"
38,43,52,37,45,38,50,15.36,130,0,"5
"
38,39,52,37,45,37,50,15.29,130,0,"5
"
37,39,41,37,50,37,50,15.32,130,0,"5
"
37,41,41,36,50,37,50,15.18,130,0,"5
"
39,41,51,36,45,36,50,15.16,130,0,"5
"
39,41,51,34,45,36,45,15.16,130,0,"5
"
39,42,51,34,45,35,45,15.09,130,0,"5
"
38,42,48,34,46,35,45,15.02,130,0,"5
"
38,44,48,35,46,35,49,15.01,130,0,"5
"
38,44,46,35,45,38,49,15.06,130,0,"5
"
38,44,46,32,45,38,52,15.03,130,0,"5
"
38,44,46,32,45,39,52,14.98,130,0,"5
"
38,44,51,32,44,39,52,15,130,0,"5
"
38,41,51,34,44,39,51,14.94,130,0,"5
"
38,41,47,34,44,39,51,14.96,130,0,"5
"
40,41,47,35,44,39,49,14.93,130,0,"5
"
40,40,47,35,44,35,49,14.84,130,0,"5
"
40,40,47,37,42,35,49,14.81,130,0,"5
"
40,41,47,37,42,35,51,14.82,130,0,"5
"
40,41,48,37,45,36,51,14.91,130,0,"5
"
38,41,48,37,45,36,48,14.83,130,0,"5
"
38,44,48,37,45,36,48,14.83,130,0,"5
"
40,44,44,36,44,36,48,14.84,130,0,"5
"
40,46,44,36,44,36,53,14.8,130,0,"5
"
40,46,45,36,41,38,53,14.75,130,0,"5
"
42,46,45,34,41,38,51,14.71,130,0,"5
"
42,44,45,34,41,36,51,14.67,130,0,"5
"
42,44,46,32,46,36,51,14.67,130,0,"5
"
42,48,46,32,46,36,49,14.7,130,0,"5
"
42,48,48,32,44,39,49,14.59,130,0,"5
"
40,48,48,34,44,39,52,14.63,130,0,"5
"
40,45,48,34,44,39,52,14.62,130,0,"5
"
38,45,46,34,45,39,52,14.63,130,0,"5
"
38,50,46,34,45,39,51,14.58,130,0,"5
"
38,50,47,34,42,38,51,14.52,130,0,"5
"
40,50,47,34,42,38,50,14.54,130,0,"5
"
40,45,47,34,42,35,50,14.55,130,0,"5
"
43,45,46,35,44,35,50,14.46,130,0,"5
"
43,45,46,35,44,35,47,14.49,130,0,"5
"
43,45,46,35,43,35,47,14.49,130,0,"5
"
38,45,46,38,43,35,50,14.44,130,0,"5
"
38,43,46,38,43,38,50,14.45,130,0,"5
"
42,43,47,36,40,38,50,14.44,130,0,"5
"
42,41,47,36,40,38,52,14.43,130,0,"5
"
42,41,51,36,46,37,52,14.35,130,0,"5
"
41,41,51,38,46,37,49,14.38,130,0,"5
"
41,44,51,38,46,36,49,14.39,130,0,"5
"
41,44,51,37,42,36,49,14.41,130,0,"5
"
41,43,51,37,42,36,50,14.41,130,0,"5
"
41,43,47,37,43,36,50,14.38,130,0,"5
"
40,43,47,36,43,36,49,14.34,130,0,"5
"
40,44,47,36,43,38,49,14.31,130,0,"5
"
43,44,47,37,45,38,49,14.33,130,0,"5
"
43,41,47,37,45,38,50,14.35,130,0,"5
"
43,41,53,37,45,37,50,14.35,130,0,"5
"
41,41,53,34,45,37,49,14.29,130,0,"5
"
41,43,53,34,45,37,49,14.24,130,0,"5
"
44,43,51,32,44,37,49,14.21,130,0,"5
"
44,41,51,32,44,37,52,14.2,130,0,"5
"
44,41,51,32,44,37,52,14.25,130,0,"5
"
42,41,51,35,44,37,52,14.22,130,0,"5
"
42,41,51,35,44,36,52,14.22,130,0,"5
"
43,41,52,36,43,36,52,14.16,130,0,"5
"
43,42,52,36,43,36,52,14.16,130,0,"5
"
43,42,50,36,44,40,52,14.21,130,0,"5
"
40,42,50,35,44,40,49,14.22,130,0,"5
"
40,47,50,35,44,42,49,14.22,130,0,"5
"
41,47,50,35,43,42,49,14.22,130,0,"5
"
41,44,50,35,43,42,47,14.21,130,0,"5
"
41,44,48,35,46,40,47,14.12,130,0,"5
"
42,44,48,37,46,40,52,14.13,130,0,"5
"
42,40,48,37,46,37,52,14.19,130,0,"5
"
41,40,52,36,44,37,52,14.12,130,0,"5
"
41,45,52,36,44,37,48,14.13,130,0,"5
"
41,45,48,36,45,38,48,14.12,130,0,"5
"
45,45,48,35,45,38,52,14.13,130,0,"5
"
45,44,48,35,45,37,52,14.15,130,0,"5
"
39,44,45,36,47,37,52,14.12,130,0,"5
"
39,46,45,36,47,37,49,14.1,130,0,"5
"
39,46,49,36,41,39,49,14.12,130,0,"5
"
41,46,49,35,41,39,48,14.05,130,0,"5
"
41,42,49,35,41,39,48,14.14,130,0,"5
"
43,42,47,37,44,39,48,14.08,130,0,"5
"
43,47,47,37,44,39,45,14.08,130,0,"5
"
43,47,48,37,47,38,45,14.1,130,0,"5
"
41,47,48,35,47,38,47,14.04,130,0,"5
"
41,43,48,35,47,38,47,14,130,0,"5
"
46,43,48,39,47,38,47,13.99,130,0,"5
"
46,45,48,39,47,38,47,13.96,130,0,"5
"
46,45,48,39,46,37,47,13.98,130,0,"5
"
39,45,48,34,46,37,49,14.02,130,0,"5
"
39,43,48,34,46,39,49,14.02,130,0,"5
"
44,43,51,34,45,39,49,14.01,130,0,"5
"
44,45,51,34,45,39,47,14.03,130,0,"5
"
44,45,50,34,44,40,47,13.97,130,0,"5
"
44,45,50,37,44,40,47,14.01,130,0,"5
"
44,43,50,37,44,38,47,14.06,130,0,"5
"
44,43,51,36,44,38,47,13.97,130,0,"5
"
44,42,51,36,44,38,48,13.92,130,0,"5
"
44,42,51,36,41,36,48,13.91,130,0,"5
"
42,42,51,39,41,36,50,13.91,130,0,"5
"
42,44,51,39,41,39,50,13.92,130,0,"5
"
44,44,51,34,50,39,50,13.94,130,0,"5
"
44,45,51,34,50,39,48,13.94,130,0,"5
"
44,45,49,34,44,36,48,13.92,130,0,"5
"
40,45,49,37,44,36,51,13.88,130,0,"5
"
40,46,49,37,44,38,51,13.92,130,0,"5
"
43,46,51,35,43,38,51,13.89,130,0,"5
"
43,47,51,35,43,38,49,13.93,130,0,"5
"
43,47,53,35,49,38,49,13.97,130,0,"5
"
42,47,53,35,49,38,50,14.02,130,0,"5
"
42,43,53,35,49,34,50,13.92,130,0,"5
"
43,43,55,38,42,34,50,13.9,130,0,"5
"
43,44,55,38,42,34,50,13.92,130,0,"5
"
43,44,52,38,44,34,50,13.91,130,0,"5
"
44,44,52,38,44,34,53,13.91,130,0,"5
"
44,44,52,38,44,41,53,13.89,130,0,"5
"
