Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,Force,z,theta,r
41,39,44,40,46,35,49,68.67,0,0,"9
"
41,40,44,40,46,35,47,68.62,0,0,"9
"
41,40,44,40,46,35,47,68.57,0,0,"9
"
37,40,50,40,44,37,47,68.52,0,0,"9
"
37,41,50,37,44,37,47,68.5,0,0,"9
"
37,41,50,37,48,37,47,68.53,0,0,"9
"
41,36,50,37,48,37,48,68.47,0,0,"9
"
41,36,50,37,48,37,48,68.35,0,0,"9
"
39,36,52,37,44,35,48,68.35,0,0,"9
"
39,41,52,37,44,35,50,68.32,0,0,"9
"
39,41,50,41,44,38,50,68.35,0,0,"9
"
37,35,50,41,44,38,47,68.35,0,0,"9
"
37,35,50,40,44,38,47,68.33,0,0,"9
"
37,35,51,40,44,34,47,68.24,0,0,"9
"
37,42,51,40,44,34,48,68.2,0,0,"9
"
37,42,49,41,43,36,48,68.16,0,0,"9
"
36,43,49,41,43,36,44,68.18,0,0,"9
"
36,43,49,43,43,36,44,68.12,0,0,"9
"
36,43,50,43,46,35,44,68.11,0,0,"9
"
36,46,50,43,46,35,50,68.16,0,0,"9
"
36,46,50,38,48,35,50,68.16,0,0,"9
"
35,42,49,38,48,37,47,68.07,0,0,"9
"
35,42,49,41,48,37,47,67.99,0,0,"9
"
34,42,51,41,49,35,47,68.05,0,0,"9
"
34,45,51,41,49,35,48,67.96,0,0,"9
"
34,45,51,41,46,35,48,67.97,0,0,"9
"
37,42,44,41,46,35,49,68,0,0,"9
"
37,42,44,35,46,35,49,67.92,0,0,"9
"
35,42,52,35,45,32,49,67.92,0,0,"9
"
35,46,52,35,45,32,46,67.94,0,0,"9
"
35,46,52,40,45,32,46,67.85,0,0,"9
"
36,43,49,40,45,36,47,67.84,0,0,"9
"
36,43,49,40,45,36,47,67.81,0,0,"9
"
63,43,45,40,47,37,47,67.86,0,0,"9
"
63,45,45,40,47,37,49,67.86,0,0,"9
"
63,45,45,43,48,37,49,67.8,0,0,"9
"
36,45,50,43,48,32,46,67.83,0,0,"9
"
36,45,50,40,48,32,46,67.89,0,0,"9
"
36,45,47,40,44,36,46,67.85,0,0,"9
"
37,44,47,40,44,36,50,67.77,0,0,"9
"
37,44,47,37,47,36,50,67.81,0,0,"9
"
33,44,49,37,47,36,50,67.75,0,0,"9
"
33,39,49,41,47,36,48,67.66,0,0,"9
"
33,39,53,41,44,34,48,67.67,0,0,"9
"
36,45,53,41,44,34,48,67.66,0,0,"9
"
36,45,53,40,44,34,48,67.67,0,0,"9
"
37,45,50,40,46,34,48,67.74,0,0,"9
"
37,41,50,42,46,34,51,67.69,0,0,"9
"
37,41,51,42,44,38,51,67.65,0,0,"9
"
33,42,51,42,44,38,48,67.63,0,0,"9
"
33,42,51,36,44,38,48,67.62,0,0,"9
"
38,42,51,36,43,40,48,67.59,0,0,"9
"
38,42,51,42,43,40,48,67.58,0,0,"9
"
38,42,48,42,46,35,48,67.58,0,0,"9
"
35,39,48,42,46,35,47,67.57,0,0,"9
"
35,39,48,39,46,35,47,67.52,0,0,"9
"
34,39,46,39,46,43,47,67.51,0,0,"9
"
34,43,46,39,46,43,44,67.5,0,0,"9
"
34,43,50,39,45,43,44,67.44,0,0,"9
"
32,42,50,39,45,40,42,67.37,0,0,"9
"
32,42,50,41,45,40,42,67.4,0,0,"9
"
36,42,45,41,46,38,42,67.53,0,0,"9
"
36,41,45,43,46,38,47,67.43,0,0,"9
"
36,41,51,43,46,38,47,67.41,0,0,"9
"
30,43,51,43,46,36,45,67.5,0,0,"9
"
30,43,51,40,46,36,45,67.49,0,0,"9
"
30,43,52,40,44,41,45,67.37,0,0,"9
"
34,38,52,44,44,41,42,67.41,0,0,"9
"
34,38,47,44,46,41,42,67.42,0,0,"9
"
33,43,47,44,46,40,48,67.53,0,0,"9
"
33,43,47,45,46,40,48,67.42,0,0,"9
"
33,43,47,45,43,38,48,67.36,0,0,"9
"
37,38,47,42,43,38,44,67.39,0,0,"9
"
37,38,47,42,47,38,44,67.41,0,0,"9
"
36,38,46,42,47,39,44,67.26,0,0,"9
"
36,46,46,42,47,39,46,67.26,0,0,"9
"
36,46,50,42,44,42,46,67.28,0,0,"9
"
35,39,50,42,44,42,45,67.22,0,0,"9
"
35,39,50,40,45,42,45,67.22,0,0,"9
"
37,39,48,40,45,40,45,67.27,0,0,"9
"
37,42,48,40,45,40,46,67.29,0,0,"9
"
37,42,51,40,46,38,46,67.22,0,0,"9
"
37,36,51,40,46,38,51,67.22,0,0,"9
"
37,36,51,35,49,38,51,67.21,0,0,"9
"
35,36,50,35,49,43,51,67.2,0,0,"9
"
35,39,50,42,49,43,48,67.23,0,0,"9
"
35,39,48,42,45,35,48,67.23,0,0,"9
"
36,38,48,42,45,35,47,67.16,0,0,"9
"
36,38,48,42,42,35,47,67.16,0,0,"9
"
36,38,51,42,42,38,47,67.16,0,0,"9
"
36,41,51,40,42,38,44,67.21,0,0,"9
"
36,41,43,40,47,38,44,67.17,0,0,"9
"
35,40,43,40,47,38,48,67.09,0,0,"9
"
35,40,43,42,47,38,48,67.11,0,0,"9
"
40,40,47,42,46,39,48,67.16,0,0,"9
"
40,45,47,40,46,39,48,67.13,0,0,"9
"
40,45,49,40,44,39,48,67.12,0,0,"9
"
34,43,49,40,44,43,48,67.09,0,0,"9
"
34,43,49,39,44,43,48,67.11,0,0,"9
"
34,43,49,39,43,40,48,67.13,0,0,"9
"
37,38,49,41,43,40,48,67.06,0,0,"9
"
37,38,55,41,46,40,48,67.02,0,0,"9
"
41,42,55,41,46,40,48,67.1,0,0,"9
"
41,42,55,40,46,40,48,67.05,0,0,"9
"
41,42,49,40,45,40,48,67.03,0,0,"9
"
33,40,49,37,45,40,46,66.9,0,0,"9
"
33,40,52,37,40,40,46,67.04,0,0,"9
"
37,40,52,37,40,39,49,67.11,0,0,"9
"
37,41,52,39,40,39,49,67.05,0,0,"9
"
37,41,48,39,45,41,49,66.9,0,0,"9
"
33,36,48,39,45,41,45,66.98,0,0,"9
"
33,36,48,39,39,41,45,66.96,0,0,"9
"
37,36,49,39,39,40,45,66.98,0,0,"9
"
37,38,49,38,39,40,47,66.93,0,0,"9
"
37,38,49,38,46,40,47,66.89,0,0,"9
"
37,41,49,36,46,40,48,66.89,0,0,"9
"
37,41,49,36,39,40,48,66.92,0,0,"9
"
36,41,51,36,39,37,48,66.94,0,0,"9
"
36,41,51,41,39,37,48,66.96,0,0,"9
"
36,41,51,41,42,36,48,66.93,0,0,"9
"
34,41,51,37,42,36,46,66.96,0,0,"9
"
34,41,51,37,44,36,46,67,0,0,"9
"
36,41,52,37,44,35,46,67,0,0,"9
"
36,41,52,40,44,35,48,67,0,0,"9
"
36,41,52,40,42,38,48,66.95,0,0,"9
"
36,39,52,41,42,38,47,66.88,0,0,"9
"
36,39,52,41,42,38,47,66.86,0,0,"9
"
36,39,47,41,42,39,47,66.94,0,0,"9
"
35,42,47,38,42,39,48,66.92,0,0,"9
"
35,42,53,38,46,38,48,66.78,0,0,"9
"
35,41,53,40,46,38,48,66.83,0,0,"9
"
35,41,53,40,47,38,48,66.81,0,0,"9
"
35,41,46,40,47,38,48,66.77,0,0,"9
"
36,40,46,40,47,38,48,66.75,0,0,"9
"
36,40,50,40,40,38,48,66.74,0,0,"9
"
35,40,50,40,40,39,47,66.77,0,0,"9
"
35,40,50,40,41,39,47,66.82,0,0,"9
"
35,40,48,40,41,39,47,66.86,0,0,"9
"
36,41,48,40,41,39,48,66.81,0,0,"9
"
36,41,48,40,42,39,48,66.74,0,0,"9
"
37,41,48,39,42,35,47,66.78,0,0,"9
"
37,41,48,39,42,35,47,66.77,0,0,"9
"
37,41,52,39,42,40,47,66.7,0,0,"9
"
33,43,52,42,42,40,50,66.77,0,0,"9
"
33,43,51,42,41,40,50,66.79,0,0,"9
"
38,43,51,42,41,41,50,66.81,0,0,"9
"
38,43,51,37,41,41,49,66.75,0,0,"9
"
38,43,47,37,45,41,49,66.76,0,0,"9
"
41,45,47,38,45,41,48,66.76,0,0,"9
"
41,45,47,38,44,41,48,66.74,0,0,"9
"
38,45,49,38,44,36,48,66.7,0,0,"9
"
38,41,49,38,44,36,47,66.66,0,0,"9
"
38,41,46,38,42,40,47,66.74,0,0,"9
"
34,37,46,40,42,40,51,66.73,0,0,"9
"
34,37,46,40,45,40,51,66.71,0,0,"9
"
36,37,48,40,45,40,51,66.74,0,0,"9
"
36,44,48,39,45,40,52,66.73,0,0,"9
"
36,44,51,39,44,39,52,66.78,0,0,"9
"
38,41,51,39,44,39,49,66.73,0,0,"9
"
38,41,51,39,43,39,49,66.66,0,0,"9
"
38,41,48,39,43,39,49,66.65,0,0,"9
"
32,42,48,41,43,39,44,66.62,0,0,"9
"
32,42,44,41,42,36,44,66.65,0,0,"9
"
35,38,44,37,42,36,49,66.69,0,0,"9
"
35,38,44,37,44,36,49,66.63,0,0,"9
"
35,38,50,37,44,36,49,66.67,0,0,"9
"
38,39,50,41,44,36,45,66.56,0,0,"9
"
38,39,45,41,44,40,45,66.55,0,0,"9
"
37,38,45,40,44,40,50,66.57,0,0,"9
"
37,38,45,40,43,40,50,66.54,0,0,"9
"
37,38,50,40,43,40,50,66.54,0,0,"9
"
41,40,50,41,43,40,48,66.55,0,0,"9
"
41,40,48,41,38,40,48,66.61,0,0,"9
"
37,40,48,42,38,39,50,66.57,0,0,"9
"
37,42,48,42,43,39,50,66.57,0,0,"9
"
37,42,45,42,43,39,50,66.58,0,0,"9
"
36,46,45,40,43,39,47,66.54,0,0,"9
"
36,46,48,40,43,39,47,66.5,0,0,"9
"
35,46,48,41,43,37,47,66.58,0,0,"9
"
35,39,48,41,45,37,49,66.55,0,0,"9
"
35,39,46,41,45,39,49,66.54,0,0,"9
"
33,40,46,41,45,39,44,66.6,0,0,"9
"
33,40,53,41,44,39,44,66.55,0,0,"9
"
35,40,53,42,44,40,44,66.57,0,0,"9
"
35,41,53,42,43,40,53,66.58,0,0,"9
"
35,41,48,42,43,42,53,66.5,0,0,"9
"
37,35,48,43,43,42,46,66.49,0,0,"9
"
37,35,48,43,42,42,46,66.5,0,0,"9
"
38,35,50,40,42,43,46,66.54,0,0,"9
"
38,38,50,40,42,43,47,66.46,0,0,"9
"
38,38,49,40,43,40,47,66.5,0,0,"9
"
38,42,49,40,43,40,48,66.53,0,0,"9
"
38,42,49,40,44,40,48,66.5,0,0,"9
"
38,42,49,39,44,39,48,66.56,0,0,"9
"
33,42,49,39,44,39,49,66.52,0,0,"9
"
33,42,54,39,47,37,49,66.45,0,0,"9
"
33,41,54,40,47,37,49,66.49,0,0,"9
"
33,41,54,40,45,37,49,66.48,0,0,"9
"
33,41,54,39,45,40,49,66.6,0,0,"9
"
35,45,54,39,45,40,47,66.47,0,0,"9
"
35,45,54,39,41,33,47,66.39,0,0,"9
"
39,38,54,41,41,33,43,66.46,0,0,"9
"
39,38,54,41,44,33,43,66.5,0,0,"9
"
39,38,50,40,44,36,43,66.45,0,0,"9
"
39,42,50,40,44,36,48,66.46,0,0,"9
"
39,42,50,40,41,34,48,66.41,0,0,"9
"
33,42,50,43,41,34,47,66.34,0,0,"9
"
33,40,50,43,42,34,47,66.42,0,0,"9
"
33,40,50,43,42,35,47,66.38,0,0,"9
"
36,39,50,43,42,35,48,66.35,0,0,"9
"
36,39,52,43,43,35,48,66.42,0,0,"9
"
38,39,52,39,43,36,48,66.39,0,0,"9
"
38,40,52,39,45,36,48,66.36,0,0,"9
"
38,40,53,39,45,38,48,66.4,0,0,"9
"
33,38,53,39,45,38,48,66.37,0,0,"9
"
33,38,50,39,44,38,48,66.33,0,0,"9
"
39,38,50,40,44,37,48,66.32,0,0,"9
"
39,43,50,40,45,37,47,66.34,0,0,"9
"
39,43,51,40,45,38,47,66.35,0,0,"9
"
37,38,51,43,45,38,52,66.26,0,0,"9
"
37,38,51,43,44,38,52,66.23,0,0,"9
"
37,38,49,37,44,38,52,66.25,0,0,"9
"
40,41,49,37,45,38,47,66.32,0,0,"9
"
40,41,51,37,45,34,47,66.38,0,0,"9
"
38,41,51,38,45,34,45,66.32,0,0,"9
"
38,41,51,38,47,34,45,66.28,0,0,"9
"
38,41,51,39,47,35,45,66.24,0,0,"9
"
31,37,51,39,45,35,46,66.18,0,0,"9
"
31,37,45,39,45,37,46,66.34,0,0,"9
"
39,38,45,37,45,37,51,66.32,0,0,"9
"
39,38,45,37,44,37,51,66.28,0,0,"9
"
39,38,52,42,44,40,51,66.24,0,0,"9
"
43,40,52,42,44,40,50,66.18,0,0,"9
"
43,40,53,42,46,37,50,66.19,0,0,"9
"
38,37,53,38,46,37,50,66.2,0,0,"9
"
38,37,53,38,43,37,50,66.23,0,0,"9
"
38,37,53,39,43,40,50,66.34,0,0,"9
"
38,38,53,39,43,40,49,66.28,0,0,"9
"
38,38,52,39,49,36,49,66.26,0,0,"9
"
43,38,52,38,49,36,46,66.29,0,0,"9
"
43,37,52,38,43,36,46,66.31,0,0,"9
"
43,37,52,37,43,38,46,66.25,0,0,"9
"
39,43,52,37,43,38,50,66.21,0,0,"9
"
39,43,53,37,46,37,50,66.32,0,0,"9
"
38,43,53,36,46,37,50,66.26,0,0,"9
"
38,31,53,36,44,37,47,66.22,0,0,"9
"
38,31,51,39,44,37,47,66.19,0,0,"9
"
35,41,51,39,44,37,46,66.19,0,0,"9
"
35,41,49,39,49,37,46,66.27,0,0,"9
"
41,41,49,41,49,43,46,66.29,0,0,"9
"
41,44,49,41,45,43,44,66.19,0,0,"9
"
41,44,50,44,45,36,44,66.21,0,0,"9
"
36,37,50,44,45,36,47,66.24,0,0,"9
"
36,37,51,44,47,36,47,66.33,0,0,"9
"
36,37,51,37,47,36,47,66.3,0,0,"9
"
40,41,51,37,46,36,49,66.3,0,0,"9
"
40,41,53,44,46,32,49,66.24,0,0,"9
"
38,40,53,44,46,32,50,66.23,0,0,"9
"
33,37,52,44,48,39,46,94.05,0,0,"10
"
33,37,53,40,48,44,46,93.91,0,0,"10
"
33,40,53,40,48,44,42,93.09,0,0,"10
"
32,40,53,42,42,44,42,92.12,0,0,"10
"
32,40,48,42,42,39,42,91.31,0,0,"10
"
35,42,48,42,45,39,50,90.7,0,0,"10
"
35,42,51,38,45,36,50,89.41,0,0,"10
"
35,35,51,38,45,36,48,89,0,0,"10
"
36,35,51,43,45,36,48,88.52,0,0,"10
"
36,35,53,43,45,43,48,87.98,0,0,"10
"
37,38,53,43,49,43,46,87.53,0,0,"10
"
37,38,51,41,49,41,46,87.16,0,0,"10
"
37,38,51,41,49,41,44,86.86,0,0,"10
"
35,36,51,44,47,41,44,86.5,0,0,"10
"
35,36,47,44,47,37,44,86.14,0,0,"10
"
35,35,47,44,46,37,48,85.89,0,0,"10
"
35,35,52,41,46,37,48,85.61,0,0,"10
"
35,35,52,41,46,37,48,85.39,0,0,"10
"
44,41,52,42,45,37,48,85.1,0,0,"10
"
44,41,51,42,45,36,48,84.72,0,0,"10
"
36,38,51,42,42,36,47,84.46,0,0,"10
"
36,38,50,39,42,37,47,84.24,0,0,"10
"
36,38,50,39,42,37,47,84.06,0,0,"10
"
36,42,50,39,47,37,48,83.92,0,0,"10
"
36,42,54,39,47,38,48,83.67,0,0,"10
"
33,36,54,39,46,38,47,83.44,0,0,"10
"
33,36,47,39,46,37,47,83.34,0,0,"10
"
33,36,47,39,46,37,47,83.27,0,0,"10
"
33,39,47,44,47,37,48,83.11,0,0,"10
"
33,39,51,44,47,40,48,82.93,0,0,"10
"
38,42,51,44,46,40,47,82.76,0,0,"10
"
38,42,55,43,46,39,47,82.57,0,0,"10
"
38,42,55,43,46,39,47,82.51,0,0,"10
"
34,38,55,42,47,39,50,82.28,0,0,"10
"
34,38,45,42,47,44,50,82.16,0,0,"10
"
38,44,45,42,46,44,49,82.02,0,0,"10
"
38,44,49,40,46,40,49,81.9,0,0,"10
"
38,44,49,40,46,40,49,81.86,0,0,"10
"
35,34,49,42,46,40,46,81.85,0,0,"10
"
35,34,49,42,46,41,46,81.64,0,0,"10
"
31,38,49,42,48,41,50,81.5,0,0,"10
"
31,38,51,42,48,39,50,81.5,0,0,"10
"
31,38,51,42,48,39,50,81.41,0,0,"10
"
33,40,51,42,45,39,50,81.3,0,0,"10
"
33,40,47,42,45,41,50,81.21,0,0,"10
"
34,39,47,42,45,41,48,81.09,0,0,"10
"
34,39,46,42,45,41,48,81.08,0,0,"10
"
34,39,46,42,45,42,48,80.99,0,0,"10
"
36,40,46,40,46,42,47,80.97,0,0,"10
"
36,40,49,40,46,41,47,80.9,0,0,"10
"
32,36,49,40,45,41,47,80.85,0,0,"10
"
32,36,49,40,45,41,47,80.75,0,0,"10
"
32,36,49,40,45,40,47,80.6,0,0,"10
"
35,38,49,42,46,40,50,80.57,0,0,"10
"
35,38,48,42,46,40,50,80.5,0,0,"10
"
35,38,48,42,43,40,47,80.45,0,0,"10
"
34,38,49,39,43,40,47,80.42,0,0,"10
"
34,38,49,39,43,38,47,80.31,0,0,"10
"
38,32,49,42,47,38,46,80.28,0,0,"10
"
38,32,53,42,47,40,46,80.16,0,0,"10
"
38,43,53,42,46,40,50,80.13,0,0,"10
"
40,43,46,43,46,40,50,80.08,0,0,"10
"
40,43,46,43,46,40,50,79.99,0,0,"10
"
38,34,46,40,44,40,50,79.97,0,0,"10
"
38,34,49,40,44,39,50,79.94,0,0,"10
"
38,39,49,40,44,39,46,79.97,0,0,"10
"
39,39,48,41,44,39,46,79.96,0,0,"10
"
39,39,48,41,44,38,46,79.78,0,0,"10
"
41,34,48,45,43,38,47,79.69,0,0,"10
"
41,34,49,45,43,41,47,79.58,0,0,"10
"
41,41,49,45,43,41,42,79.64,0,0,"10
"
36,41,49,42,43,41,42,79.58,0,0,"10
"
36,41,49,42,43,40,42,79.49,0,0,"10
"
35,37,49,38,45,40,49,79.56,0,0,"10
"
35,37,50,38,45,38,49,79.4,0,0,"10
"
35,39,50,38,44,38,50,79.4,0,0,"10
"
35,39,44,40,44,38,50,79.38,0,0,"10
"
35,39,44,40,44,41,50,79.42,0,0,"10
"
35,37,44,43,45,41,46,79.41,0,0,"10
"
35,37,47,43,45,44,46,79.32,0,0,"10
"
35,37,47,43,47,44,47,79.33,0,0,"10
"
38,43,55,41,47,44,47,79.23,0,0,"10
"
38,43,55,41,47,45,47,79.11,0,0,"10
"
33,46,55,45,45,45,48,79.16,0,0,"10
"
33,46,49,45,45,38,48,79.16,0,0,"10
"
33,46,49,45,46,38,47,79.06,0,0,"10
"
36,39,52,46,46,38,47,79.01,0,0,"10
"
36,39,52,46,46,41,47,79.02,0,0,"10
"
31,41,52,40,48,41,51,79.02,0,0,"10
"
31,41,54,40,48,40,51,79.08,0,0,"10
"
31,41,54,40,45,40,51,79.04,0,0,"10
"
33,38,56,43,45,40,48,78.95,0,0,"10
"
33,38,56,43,45,45,48,78.95,0,0,"10
"
32,44,56,40,45,45,46,78.86,0,0,"10
"
32,44,49,40,45,37,46,78.84,0,0,"10
"
32,44,49,40,48,37,46,78.83,0,0,"10
"
36,40,49,41,48,37,47,78.88,0,0,"10
"
36,40,50,41,48,43,47,78.85,0,0,"10
"
37,42,50,44,50,43,45,78.87,0,0,"10
"
37,42,48,44,50,38,45,78.82,0,0,"10
"
37,42,48,44,47,38,45,78.79,0,0,"10
"
32,41,48,40,47,38,44,78.69,0,0,"10
"
32,41,45,40,47,39,44,78.65,0,0,"10
"
38,39,45,43,48,39,46,78.71,0,0,"10
"
38,39,47,43,48,41,46,78.66,0,0,"10
"
38,39,47,43,45,41,46,78.61,0,0,"10
"
39,39,47,40,45,41,48,78.62,0,0,"10
"
39,39,47,40,45,44,48,78.57,0,0,"10
"
39,34,47,38,46,44,46,78.62,0,0,"10
"
37,34,51,38,46,40,46,78.59,0,0,"10
"
37,34,51,38,50,40,46,78.54,0,0,"10
"
34,38,51,40,50,40,50,78.54,0,0,"10
"
34,38,53,40,50,41,50,78.51,0,0,"10
"
34,39,53,39,48,41,50,78.53,0,0,"10
"
38,39,49,39,48,43,50,78.49,0,0,"10
"
38,39,49,39,50,43,50,78.42,0,0,"10
"
39,37,49,40,50,43,51,78.46,0,0,"10
"
39,37,50,40,50,40,51,78.44,0,0,"10
"
39,41,50,42,48,40,46,78.5,0,0,"10
"
41,41,49,42,48,41,46,78.4,0,0,"10
"
41,41,49,42,44,41,46,78.29,0,0,"10
"
37,39,49,39,44,41,46,78.35,0,0,"10
"
37,39,48,39,44,40,46,78.32,0,0,"10
"
37,41,48,42,47,40,49,78.29,0,0,"10
"
36,41,52,42,47,42,49,78.24,0,0,"10
"
36,41,52,42,51,42,49,78.26,0,0,"10
"
35,42,52,41,51,42,49,78.23,0,0,"10
"
35,42,50,41,51,37,49,78.28,0,0,"10
"
35,40,50,43,48,37,47,78.24,0,0,"10
"
39,40,50,43,48,37,47,78.17,0,0,"10
"
39,40,50,43,51,41,47,78.18,0,0,"10
"
34,38,50,42,51,41,49,78.15,0,0,"10
"
34,38,52,42,51,40,49,78.11,0,0,"10
"
34,42,52,38,48,40,48,78.16,0,0,"10
"
34,42,54,38,48,40,48,78.1,0,0,"10
"
34,42,54,38,49,42,48,78.1,0,0,"10
"
33,37,54,42,49,42,47,78.08,0,0,"10
"
33,37,49,42,49,43,47,78.02,0,0,"10
"
33,38,49,38,49,43,48,78.03,0,0,"10
"
33,38,43,38,49,43,48,77.97,0,0,"10
"
33,38,43,38,47,41,48,77.93,0,0,"10
"
37,37,43,43,47,41,48,77.94,0,0,"10
"
37,37,49,43,47,40,48,78.03,0,0,"10
"
37,37,49,44,47,40,46,78.02,0,0,"10
"
34,37,51,44,47,40,46,77.94,0,0,"10
"
34,37,51,44,49,41,46,77.93,0,0,"10
"
33,40,51,41,49,41,44,77.88,0,0,"10
"
33,40,51,41,49,36,44,77.9,0,0,"10
"
33,34,51,42,48,36,46,77.98,0,0,"10
"
35,34,46,42,48,36,46,77.94,0,0,"10
"
35,34,46,42,48,38,46,77.84,0,0,"10
"
35,32,46,41,49,38,47,77.86,0,0,"10
"
35,32,48,41,49,39,47,77.81,0,0,"10
"
35,32,48,43,48,39,45,77.82,0,0,"10
"
33,42,51,43,48,39,45,77.87,0,0,"10
"
33,42,51,43,48,39,45,77.85,0,0,"10
"
38,42,51,41,49,39,45,77.83,0,0,"10
"
38,42,47,41,49,39,45,77.75,0,0,"10
"
38,42,47,39,47,39,45,77.86,0,0,"10
"
34,37,49,39,47,39,50,77.75,0,0,"10
"
34,37,49,39,47,38,50,77.78,0,0,"10
"
34,39,49,39,49,38,45,77.75,0,0,"10
"
35,39,43,39,49,41,45,77.79,0,0,"10
"
35,39,43,42,49,41,45,77.78,0,0,"10
"
31,41,48,42,49,41,46,77.72,0,0,"10
"
31,41,48,42,49,39,46,77.67,0,0,"10
"
31,39,48,41,47,39,44,77.75,0,0,"10
"
35,39,51,41,47,42,44,77.78,0,0,"10
"
35,39,51,40,47,42,44,77.75,0,0,"10
"
35,42,49,40,47,42,47,77.71,0,0,"10
"
35,42,49,40,47,39,47,77.73,0,0,"10
"
35,40,49,42,45,39,51,77.71,0,0,"10
"
34,40,49,42,45,39,51,77.69,0,0,"10
"
34,40,49,41,48,39,51,77.71,0,0,"10
"
34,38,49,41,48,39,43,77.76,0,0,"10
"
34,38,49,41,48,37,43,77.61,0,0,"10
"
34,38,49,42,49,37,47,77.66,0,0,"10
"
40,38,54,42,49,41,47,77.63,0,0,"10
"
40,38,54,40,50,41,47,77.64,0,0,"10
"
34,38,49,40,50,41,43,77.64,0,0,"10
"
34,38,49,40,50,40,43,77.59,0,0,"10
"
34,40,49,39,46,40,51,77.53,0,0,"10
"
38,40,46,39,46,40,51,77.54,0,0,"10
"
38,40,46,42,49,40,51,77.56,0,0,"10
"
35,36,NaN,42,49,40,49,77.53,0,0,"10
"
35,36,NaN,42,49,38,49,77.54,0,0,"10
"
35,42,NaN,39,48,38,48,77.58,0,0,"10
"
40,42,51,39,48,40,48,77.58,0,0,"10
"
40,42,51,40,46,40,48,77.6,0,0,"10
"
34,40,46,40,46,40,46,77.57,0,0,"10
"
34,40,46,40,46,36,46,77.48,0,0,"10
"
34,42,46,39,47,36,48,77.45,0,0,"10
"
36,42,45,39,47,42,48,77.45,0,0,"10
"
36,42,45,43,51,42,48,77.46,0,0,"10
"
39,42,45,43,51,42,46,77.5,0,0,"10
"
39,42,47,43,51,34,46,77.47,0,0,"10
"
39,44,47,41,49,34,47,77.44,0,0,"10
"
39,44,49,41,49,40,47,77.41,0,0,"10
"
39,44,49,40,47,40,47,77.41,0,0,"10
"
38,42,49,40,47,40,50,77.32,0,0,"10
"
38,42,45,40,47,41,50,77.33,0,0,"10
"
38,42,45,39,48,41,49,77.38,0,0,"10
"
37,42,50,39,48,41,49,77.42,0,0,"10
"
37,42,50,42,50,41,49,77.4,0,0,"10
"
35,36,50,42,50,41,47,77.36,0,0,"10
"
35,36,46,42,50,40,47,77.33,0,0,"10
"
35,39,46,39,49,40,45,77.39,0,0,"10
"
38,39,46,39,49,41,45,77.41,0,0,"10
"
38,39,46,37,49,41,45,77.44,0,0,"10
"
35,39,46,37,49,41,48,77.42,0,0,"10
"
35,39,49,37,49,39,48,77.39,0,0,"10
"
35,41,49,39,48,39,49,77.39,0,0,"10
"
36,41,45,39,48,39,49,77.36,0,0,"10
"
36,41,45,39,51,40,49,77.32,0,0,"10
"
37,43,45,39,51,40,46,77.35,0,0,"10
"
37,43,47,39,51,45,46,77.28,0,0,"10
"
37,40,47,39,48,45,44,77.23,0,0,"10
"
40,40,47,39,48,45,44,77.28,0,0,"10
"
40,40,47,38,48,39,44,77.3,0,0,"10
"
40,43,47,38,48,39,48,77.29,0,0,"10
"
36,43,52,38,48,39,48,77.27,0,0,"10
"
36,43,52,40,48,39,46,77.21,0,0,"10
"
37,40,47,40,48,39,46,77.16,0,0,"10
"
37,40,47,40,49,42,46,77.21,0,0,"10
"
37,43,47,40,49,42,49,77.22,0,0,"10
"
36,43,48,40,49,39,49,77.21,0,0,"10
"
36,43,48,40,46,39,47,77.23,0,0,"10
"
36,41,50,40,46,39,47,77.31,0,0,"10
"
36,41,50,37,44,40,47,77.25,0,0,"10
"
36,47,50,37,44,40,49,77.23,0,0,"10
"
33,47,51,37,44,41,49,77.15,0,0,"10
"
33,47,51,37,48,41,49,77.14,0,0,"10
"
38,43,50,37,48,41,48,77.15,0,0,"10
"
38,43,50,39,46,39,48,77.17,0,0,"10
"
38,43,50,39,46,39,49,77.22,0,0,"10
"
35,43,49,39,46,41,49,77.23,0,0,"10
"
35,43,49,38,48,41,49,77.18,0,0,"10
"
39,41,47,38,48,41,47,77.15,0,0,"10
"
39,41,47,37,47,39,47,77.16,0,0,"10
"
39,45,47,37,47,39,49,77.19,0,0,"10
"
35,45,50,37,47,41,49,77.2,0,0,"10
"
35,45,50,42,45,41,49,77.2,0,0,"10
"
38,37,49,42,45,41,44,77.16,0,0,"10
"
38,37,49,40,47,39,44,77.13,0,0,"10
"
38,45,49,40,47,39,46,77.13,0,0,"10
"
35,45,53,40,47,41,46,77.12,0,0,"10
"
35,45,53,38,43,41,46,77.05,0,0,"10
"
34,42,48,38,43,41,42,77.05,0,0,"10
"
34,42,48,37,44,41,42,77.02,0,0,"10
"
34,41,48,37,44,41,46,76.96,0,0,"10
"
36,41,47,37,44,44,46,76.95,0,0,"10
"
36,41,47,40,46,44,46,77,0,0,"10
"
36,43,48,40,46,44,49,77.06,0,0,"10
"
36,43,48,40,49,40,49,76.99,0,0,"10
"
36,43,48,40,49,40,45,76.96,0,0,"10
"
33,43,50,40,49,44,45,77,0,0,"10
"
33,43,50,38,49,44,45,76.95,0,0,"10
"
34,41,53,38,49,44,44,77.01,0,0,"10
"
34,41,53,38,48,39,44,77.05,0,0,"10
"
